feature,original,summary,reference
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Sensitivity of Energetic Molecules. Bull. Korean Chem. Soc. 2005 ,26,
399−408.
(60) Nefati, H.; Cense, J.-M.; Legendre, J.-J. Prediction of the Impact
Sensitivity by Neural Networks. J. Chem. Inf. Comput. Sci. 1996 ,36,
804−810.
(61) Gharagheizi, F. Quantitative Structure Property Relationship for
Prediction of the Lower Flammability Limit of Pure Compounds. Energy
Fuels 2008 ,22, 3037−3039.
(62) Gharagheizi, F. Prediction of upper flammability limit percent of
pure compounds from their molecular structures. J. Hazard. Mater.
2009 ,167, 507−510.
(63) Pan, Y.; Jiang, J.; Wang, R.; Cao, H.; Cui, Y. A novel QSPR model
for prediction of lower flammability limits of organic compounds based
on support vector machine. J. Hazard. Mater. 2009 ,168, 962−969.
(64) Gharagheizi, F. A QSPR model for estimation of lower
flammability limit temperature of pure compounds based on molecular
structure. J. Hazard. Mater. 2009 ,169, 217−220.","The provided text lists several references related to the prediction of various properties of energetic and flammable compounds using different computational methods. Key studies include:

1. Sensitivity of energetic molecules (Bull. Korean Chem. Soc. 2005).
2. Prediction of impact sensitivity using neural networks (J. Chem. Inf. Comput. Sci. 1996).
3. Quantitative Structure-Property Relationship (QSPR) models for predicting the lower flammability limit (Energy Fuels 2008) and upper flammability limit (J. Hazard. Mater. 2009) of pure compounds.
4. A novel QSPR model using support vector machines for predicting lower flammability limits of organic compounds (J. Hazard. Mater. 2009).
5. Estimation of lower flammability limit temperature based on molecular structure (J. Hazard. Mater. 2009).

These studies highlight the use of computational models, such as neural networks and QSPR, to predict the flammability and sensitivity of various compounds based on their molecular structures.","REFERENCE:(Flor A. Quintero, Suhani J. Patel, Felipe Muñoz, M. Sam Mannan,2012,Review of Existing QSAR/QSPR Models Developed for Properties Used in Hazardous Chemicals Classification System)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Developing Quantitative Structure −Property Relationship Models
To Predict the Upper Flammability Limit Using Machine Learning
Shuai Yuan,†,‡Zeren Jiao,†,‡Noor Quddus,†Joseph Sang-II Kwon,‡and Chad V. Mashuga *,†,‡
†Mary Kay O ’Connor Process Safety Center,‡Artie McFerrin Department of Chemical Engineering, Texas A&M University, College
Station, Texas 77843, United States
*SSupporting Information
ABSTRACT: In this study, machine learning algorithms, such as support vector machine (SVM), k-nearest-neighbors (KNN),
and rndom forest (RF), are applied to improve the accuracy of the quantitative structure −property relationship (QSPR) models
to predict the upper ﬂammability limit (UFL) of pure organic compounds. Ten molecular descriptors are utilized to develop the","In this study, machine learning algorithms, including support vector machine (SVM), k-nearest-neighbors (KNN), and random forest (RF), are employed to enhance the accuracy of quantitative structure-property relationship (QSPR) models for predicting the upper flammability limit (UFL) of pure organic compounds. The models are developed using ten molecular descriptors.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","quantitative structure -property relationship method. These
methods are extensively used to estimate various physicochem-ical properties and have successfully been used by the authorfor estimation of some flammability characteristics.
8-14In this
class, the chemical structures of molecules are used to develop
parameters that can then be used to correlate the UFL of purecompounds. Of these methods, we can refer to the models
*To whom correspondence should be addressed. Fax: þ98-21-
66957784. E-mail: fghara@ut.ac.ir or fghara@gmail.com.
†Saman Energy Giti Co., Postal Code: 3331619636, Tehran, Iran.
(1) Crowl, D. A.; Louvar, J. F. Chemical Process Safety Fundamentals
with Applications , 2nd ed.; Prentice-Hall: Upper Saddle River, NJ, 2002.
(2) Lees, F. P. Loss Prevention in the Process Industries , 2nd ed.;
Butterworth -Heinemann: Oxford, U.K., 1996.
(3) Sheldon, M. Fire Prev. 1984 ,174, 23.
(4) Britton, L. G.; Cashdollar, K. L.; Fenlon, W.; Furip, D.; Going, J.;","The text discusses the use of quantitative structure-property relationship (QSPR) methods to estimate various physicochemical properties, specifically focusing on flammability characteristics. These methods involve using the chemical structures of molecules to develop parameters that correlate with the upper flammability limit (UFL) of pure compounds. The author has successfully applied these methods in their research. The text also includes references to relevant literature and contact information for correspondence.","REFERENCE:(Farhad Gharagheizi,2010,Chemical Structure-Based Model for Estimation of the Upper Flammability Limit of Pure Compounds)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","for prediction of the upper ﬂammability limits (UFL) of organic compounds from their molecular structures.The structural features of the compounds are numerically represented by various kinds of calculated moleculardescriptors such as topological, charge, and geometric descriptors. The genetic algorithm combined withmultiple linear regression (GA-MLR) is used to select an optimal subset of descriptors that have signiﬁcantcontribution to the overall UFL property from the large pool of calculated descriptors. The best resultedmodel is a four-variable multilinear model with a deﬁned applicability range. The average absolute error androot-mean-square error obtained for the external test set are 1.75 vol % and 2.77, respectively. The proposedmodel can be used to predict the UFL of organic compounds with only four preselected theoretical descriptorswhich can be directly calculated from molecular structure alone.
1. Introduction
In chemical industry and engineering, there is a wide","The study focuses on predicting the upper flammability limits (UFL) of organic compounds based on their molecular structures. Various molecular descriptors, including topological, charge, and geometric descriptors, are calculated to numerically represent the structural features of the compounds. A genetic algorithm combined with multiple linear regression (GA-MLR) is employed to select an optimal subset of descriptors that significantly contribute to the UFL property. The resulting model is a four-variable multilinear model with a defined applicability range. The model's performance, evaluated using an external test set, shows an average absolute error of 1.75 vol % and a root-mean-square error of 2.77. This model allows for the prediction of UFL using only four theoretical descriptors derived directly from the molecular structure.","REFERENCE:(Yong Pan, Juncheng Jiang, Rui Wang, Hongyin Cao, Yi Cui,2009,Prediction of the Upper Flammability Limits of Organic Compounds from Molecular Structures)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","is considered by quantum descriptors because studies have
shown the e ﬀect of HOMO, LUMO, and electrophilicity index
(ω) on the reactivity.39This reactivity prediction is important
in predicting the minimum ignition energy and decompositiontemperature.18,19Therefore, this study utilizes both the
nonquantum and quantum descriptors.
Because molecular structures a ﬀect the molecular descrip-
tors, the geometry optimization should be conducted to obtainthe molecular structure with the lowest energy beforecalculating the molecular descriptors. The chemical com-pounds studied in this work are pure chemical compounds(isomers) in the gas phase. Protonation states or tautomers arenot considered. The simpli ﬁed molecular-input line-entry
system (SMILES) for the organic compounds was obtainedfrom Pubchem and translated to a molecular structure usingRDKit.
32The optimization of the molecular structure was ﬁrst
conducted using MMFF94 force ﬁeld by RDKit, which is then","The study investigates the reactivity of chemical compounds by utilizing both quantum and non-quantum descriptors, focusing on the effects of HOMO, LUMO, and the electrophilicity index (ω). These descriptors are crucial for predicting minimum ignition energy and decomposition temperature. The research involves geometry optimization to obtain the lowest energy molecular structures before calculating descriptors. The compounds studied are pure chemical isomers in the gas phase, without considering protonation states or tautomers. Molecular structures were derived from SMILES obtained from PubChem and optimized using the MMFF94 force field in RDKit.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" would be:

""information content index (neighborhood symmetry of -order)""

To make this more human-interpretable, we can rephrase it as:

""Information Content Index (Neighborhood Symmetry of Order)""

This removes the integer and makes the label clearer and more understandable.","sented in Table 1 .
“Jhetv” and “PW5” are of topological descriptors. Topological
descriptors are based on a graph representation of the molecule.They are numerical quantiﬁers of molecular topology obtainedby the application of algebraic operators to matrices representingmolecular graphs and whose values are independent of vertex num-bering or labeling. They can be sensitive to one or more structuralfeatures of the molecule such as size, shape, symmetry, branchingand cyclicity and can also encode chemical information concern-ing atom type and bond multiplicity. When these two descriptorsincrease the UFLP decreases.
“SIC0” is of information indices. These molecular descriptors are
calculated as information content of molecules, based on the cal-culation of equivalence classes from the molecular graph. Amongthem, the indices of neighborhood symmetry take into account alsoneighbor degree and edge multiplicity. Increase in this descriptorincreases the UFLP.","The text discusses three types of molecular descriptors: ""Jhetv,"" ""PW5,"" and ""SIC0."" 

- ""Jhetv"" and ""PW5"" are topological descriptors derived from the graph representation of molecules. These descriptors quantify molecular topology through algebraic operations on matrices representing molecular graphs. They are sensitive to structural features such as size, shape, symmetry, branching, and cyclicity, and can encode chemical information about atom types and bond multiplicity. An increase in these descriptors correlates with a decrease in the UFLP (unspecified property).

- ""SIC0"" is an information index descriptor calculated based on the information content of molecules, derived from equivalence classes in the molecular graph. This descriptor considers neighborhood symmetry, neighbor degree, and edge multiplicity. An increase in the SIC0 descriptor correlates with an increase in the UFLP.","REFERENCE:(Farhad Gharagheizi,2009,Prediction of upper flammability limit percent of pure compounds from their molecular structures)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" would be:

""information content index (neighborhood symmetry of -order)""

To make this more human-interpretable, we can rephrase it as:

""Information Content Index (Neighborhood Symmetry of Order)""

This removes the integer and makes the label clearer and more understandable.","of LFL among  lighter organic  compounds  (the number  of C < 2). 
Regarding  the sign of the fraction,  for example,  ( nO 
nC ) 2 , nF 
nC , and nCl 
nC 
terms have the plus sign on their coeﬃcients  in Eq. (14 ). They 
commonly  consider  more electronegative  atoms than carbon  on 
their numerators.  On the other hand, nH 
( nC ) 2 , nS 
( nC ) 2 , and nSi 
( nC ) 2 terms 
on their coeﬃcients,  and when taken into account,  the atoms 
on the numerators  are less electronegative  than carbon.  Then, 
the fraction  terms with the plus sign make increased  LFL values, 
whereas  the terms with the minus sign make reduced  LFL values. 
However,  the question  remains  how certain  organic  compounds  
have relatively  higher LFL values than the other compounds,  in 
particular  among  lighter compounds  (C < 2). For example,  the 
LFL values of chloroﬂuoromethane  (CH 2 ClF) and dichloromethane  
(CH 2 Cl 2 ) are 14.4 and 14.0 vol.%, which are the highest  LFL val-","The text discusses the factors influencing the Lower Flammability Limit (LFL) of lighter organic compounds, specifically those with fewer than two carbon atoms (C < 2). It explains that the presence of more electronegative atoms than carbon (e.g., oxygen, fluorine, chlorine) in the numerator of certain terms in an equation increases the LFL values. Conversely, the presence of less electronegative atoms than carbon (e.g., hydrogen, sulfur, silicon) decreases the LFL values. The text highlights that compounds like chlorofluoromethane (CH₂ClF) and dichloromethane (CH₂Cl₂) have relatively high LFL values of 14.4 vol.% and 14.0 vol.%, respectively, among lighter organic compounds.","REFERENCE:(Sunhwa Park, James P. Bailey, Hans J. Pasman, Qingsheng Wang, Mahmoud M. El-Halwagi,2021,Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" would be:

""information content index (neighborhood symmetry of -order)""

To make this more human-interpretable, we can rephrase it as:

""Information Content Index (Neighborhood Symmetry of Order)""

This removes the integer and makes the label clearer and more understandable.","33 nC ×nS -1.6790E  + 01 5.4720E + 00 2.2010E-03  
34 nH ×nO -2.1170E  + 01 1.0500E + 00 < 2E-16 
35 nH ×nF -1.3040E  + 01 2.6040E + 00 6.1800E-07  
36 nH ×nCl -4.6960E  + 01 3.1450E + 00 < 2E-16 
37 nH ×nBr -8.7350E  + 01 4.9930E + 00 < 2E-16 
38 nH ×nI -1.6360E  + 02 1.9000E + 01 < 2E-16 
39 nH ×nN -1.6180E  + 01 1.0440E + 00 < 2E-16 
40 nH ×nSi -3.0220E  + 01 1.6200E + 00 < 2E-16 
41 nH ×nS -3.4580E  + 01 3.3510E + 00 < 2E-16 
42 nO ×nF -8.5900E  + 01 1.3270E + 01 1.3100E-10  
43 nO ×nCl -1.2430E  + 02 2.3830E + 01 2.1000E-07  
44 nO ×nN -6.8490E  + 01 8.9180E + 00 2.9400E-14  
45 nO ×nSi -8.8830E  + 01 1.8420E + 01 1.5700E-06  
46 nO ×nS -1.1080E  + 02 2.2550E + 01 1.0100E-06  
47 nN ×nCl -1.3550E  + 02 2.9040E + 01 3.3700E-06  
48 1 
nC -1.5580E  + 03 2.7380E + 02 1.5400E-08  
49 1 
( nC ) 2 9.8090E + 02 1.7340E + 02 1.8700E-08  
50 nH 
nC 1.2760E + 02 2.8200E + 01 6.5800E-06  
51 nH 
( nC ) 2 -1.5460E  + 02 3.4600E + 01 8.5600E-06  
52 nO","The provided text appears to be a list of interaction terms between different chemical species (e.g., nC, nH, nO, etc.) along with their corresponding coefficients and statistical significance values. Here is a summary of the key points:

1. **Interaction Terms and Coefficients**:
   - Various interaction terms between chemical species (e.g., nC × nS, nH × nO) are listed.
   - Each interaction term is associated with a coefficient value, indicating the strength and direction of the interaction.

2. **Statistical Significance**:
   - The statistical significance of each interaction term is provided, often in the form of p-values (e.g., < 2E-16, 6.1800E-07).
   - These p-values indicate the likelihood that the observed interaction is due to chance, with smaller values suggesting higher significance.

3. **Examples of Interaction Terms**:
   - nC × nS: Coefficient = -1.6790E+01, p-value = 2.2010E-03
   - nH × nO: Coefficient = -2.1170E+01, p-value < 2E-16
   - nO × nF: Coefficient = -8.5900E+01, p-value = 1.3100E-10

4. **Single and Squared Terms**:
   - Single terms (e.g., nC) and their squared terms (e.g., (nC)^2) are also included with their respective coefficients and p-values.
   - Example: nC: Coefficient = -1.5580E+03, p-value = 1.5400E-08

This summary captures the essence of the provided data, focusing on the interaction terms, their coefficients, and statistical significance without introducing any additional information.","REFERENCE:(Sunhwa Park, James P. Bailey, Hans J. Pasman, Qingsheng Wang, Mahmoud M. El-Halwagi,2021,Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" would be:

""information content index (neighborhood symmetry of -order)""

To make this more human-interpretable, we can rephrase it as:

""Information Content Index (Neighborhood Symmetry of Order)""

This removes the integer and makes the label clearer and more understandable.","nonlinear relationships can be modeled without any assump-
tions of the model.20The theoretical basis of the neural networks
can be found elsewhere.21
Three-layer feed-forward neural networks (FFNNs) with the
sigmoidal transfer function are one of the most widely used
types of neural networks that have found various applications in
the estimations of physical properties. The FFNNs are available
aThe superscript represents the formal oxidation number. The formal oxidation number of a carbon atom equals the sum of the conventional bond
orders with electronegative atoms. The C--N bond order in pyridine may be considered as 2 when we have one such bond and 1.5 when we have two suchbonds. The C..X bondorder in pyrrole orfuran may be considered as 1.bAnR-C may be defined asa C attached through a single bondwith -CdX,-C#X,
-C--X.cPyrrole-type structure.dR represents any group linked through carbon. X represents any electronegative atom (O, N, S, P, Se, and halogens). Al","The provided text discusses the use of three-layer feed-forward neural networks (FFNNs) with a sigmoidal transfer function for modeling nonlinear relationships without requiring assumptions about the model. These FFNNs are widely applied in estimating physical properties. Additionally, the text touches on the formal oxidation number of carbon atoms, explaining that it is determined by the sum of conventional bond orders with electronegative atoms. Specific bond orders in compounds like pyridine, pyrrole, and furan are also mentioned, along with definitions for certain carbon attachments and structures.","REFERENCE:(Farhad Gharagheizi,2010,Chemical Structure-Based Model for Estimation of the Upper Flammability Limit of Pure Compounds)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" would be:

""information content index (neighborhood symmetry of -order)""

To make this more human-interpretable, we can rephrase it as:

""Information Content Index (Neighborhood Symmetry of Order)""

This removes the integer and makes the label clearer and more understandable.","1999 ,18(3), 127 −134.
(10) Suzuki, T.; Koide, K. Short Communication: Correlation
between Upper Flammability Limits and Thermochemical Propertiesof Organic Compounds. Fire Mater. 1994 ,18, 393−397.
(11) Suzuki, T.; Ishida, M. Neural Network Techniques Applied to
Predict Flammability Limits of Organic Compounds. Fire Mater.
1995 ,19, 179−189.
(12) Gharagheizi, F. A Chemical Structure-based Model for
Estimation of Upper Flammability Limit of Pure Compounds. Energy
Fuels 2010 ,24, 3867−3871.Industrial & Engineering Chemistry Research Article
DOI: 10.1021/acs.iecr.8b05938
Ind. Eng. Chem. Res. 2019, 58, 3531 −35373536","The provided text lists references from various studies related to the flammability limits of organic compounds. Key studies include:

1. Suzuki and Koide (1994) explored the correlation between upper flammability limits and thermochemical properties of organic compounds.
2. Suzuki and Ishida (1995) applied neural network techniques to predict the flammability limits of organic compounds.
3. Gharagheizi (2010) developed a chemical structure-based model for estimating the upper flammability limit of pure compounds.

The references are from journals such as ""Fire and Materials"" and ""Energy & Fuels,"" and the text also includes a citation from ""Industrial & Engineering Chemistry Research"" (2019).","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
