feature,original,summary,reference
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Sensitivity of Energetic Molecules. Bull. Korean Chem. Soc. 2005 ,26,
399−408.
(60) Nefati, H.; Cense, J.-M.; Legendre, J.-J. Prediction of the Impact
Sensitivity by Neural Networks. J. Chem. Inf. Comput. Sci. 1996 ,36,
804−810.
(61) Gharagheizi, F. Quantitative Structure Property Relationship for
Prediction of the Lower Flammability Limit of Pure Compounds. Energy
Fuels 2008 ,22, 3037−3039.
(62) Gharagheizi, F. Prediction of upper flammability limit percent of
pure compounds from their molecular structures. J. Hazard. Mater.
2009 ,167, 507−510.
(63) Pan, Y.; Jiang, J.; Wang, R.; Cao, H.; Cui, Y. A novel QSPR model
for prediction of lower flammability limits of organic compounds based
on support vector machine. J. Hazard. Mater. 2009 ,168, 962−969.
(64) Gharagheizi, F. A QSPR model for estimation of lower
flammability limit temperature of pure compounds based on molecular
structure. J. Hazard. Mater. 2009 ,169, 217−220.","The provided text lists several references related to the prediction of various properties of energetic and flammable compounds using different computational methods. Key studies include:

1. Sensitivity of energetic molecules (Bull. Korean Chem. Soc. 2005).
2. Prediction of impact sensitivity using neural networks (J. Chem. Inf. Comput. Sci. 1996).
3. Quantitative Structure-Property Relationship (QSPR) models for predicting the lower flammability limit (Energy Fuels 2008) and upper flammability limit (J. Hazard. Mater. 2009) of pure compounds.
4. A novel QSPR model using support vector machines for predicting lower flammability limits of organic compounds (J. Hazard. Mater. 2009).
5. Estimation of lower flammability limit temperature based on molecular structure (J. Hazard. Mater. 2009).

These studies collectively contribute to the understanding and prediction of flammability and sensitivity properties of various compounds through computational modeling techniques.","REFERENCE:(Flor A. Quintero, Suhani J. Patel, Felipe Muñoz, M. Sam Mannan,2012,Review of Existing QSAR/QSPR Models Developed for Properties Used in Hazardous Chemicals Classification System)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Developing Quantitative Structure −Property Relationship Models
To Predict the Upper Flammability Limit Using Machine Learning
Shuai Yuan,†,‡Zeren Jiao,†,‡Noor Quddus,†Joseph Sang-II Kwon,‡and Chad V. Mashuga *,†,‡
†Mary Kay O ’Connor Process Safety Center,‡Artie McFerrin Department of Chemical Engineering, Texas A&M University, College
Station, Texas 77843, United States
*SSupporting Information
ABSTRACT: In this study, machine learning algorithms, such as support vector machine (SVM), k-nearest-neighbors (KNN),
and rndom forest (RF), are applied to improve the accuracy of the quantitative structure −property relationship (QSPR) models
to predict the upper ﬂammability limit (UFL) of pure organic compounds. Ten molecular descriptors are utilized to develop the","In this study, machine learning algorithms, including support vector machine (SVM), k-nearest-neighbors (KNN), and random forest (RF), are employed to enhance the accuracy of quantitative structure-property relationship (QSPR) models for predicting the upper flammability limit (UFL) of pure organic compounds. The models are developed using ten molecular descriptors.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","quantitative structure -property relationship method. These
methods are extensively used to estimate various physicochem-ical properties and have successfully been used by the authorfor estimation of some flammability characteristics.
8-14In this
class, the chemical structures of molecules are used to develop
parameters that can then be used to correlate the UFL of purecompounds. Of these methods, we can refer to the models
*To whom correspondence should be addressed. Fax: þ98-21-
66957784. E-mail: fghara@ut.ac.ir or fghara@gmail.com.
†Saman Energy Giti Co., Postal Code: 3331619636, Tehran, Iran.
(1) Crowl, D. A.; Louvar, J. F. Chemical Process Safety Fundamentals
with Applications , 2nd ed.; Prentice-Hall: Upper Saddle River, NJ, 2002.
(2) Lees, F. P. Loss Prevention in the Process Industries , 2nd ed.;
Butterworth -Heinemann: Oxford, U.K., 1996.
(3) Sheldon, M. Fire Prev. 1984 ,174, 23.
(4) Britton, L. G.; Cashdollar, K. L.; Fenlon, W.; Furip, D.; Going, J.;","The text discusses the use of quantitative structure-property relationship (QSPR) methods to estimate various physicochemical properties, specifically focusing on their application in estimating flammability characteristics. The author has successfully utilized these methods to correlate the upper flammability limit (UFL) of pure compounds by developing parameters based on the chemical structures of molecules. The text also includes references to relevant literature and contact information for correspondence.","REFERENCE:(Farhad Gharagheizi,2010,Chemical Structure-Based Model for Estimation of the Upper Flammability Limit of Pure Compounds)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","for prediction of the upper ﬂammability limits (UFL) of organic compounds from their molecular structures.The structural features of the compounds are numerically represented by various kinds of calculated moleculardescriptors such as topological, charge, and geometric descriptors. The genetic algorithm combined withmultiple linear regression (GA-MLR) is used to select an optimal subset of descriptors that have signiﬁcantcontribution to the overall UFL property from the large pool of calculated descriptors. The best resultedmodel is a four-variable multilinear model with a deﬁned applicability range. The average absolute error androot-mean-square error obtained for the external test set are 1.75 vol % and 2.77, respectively. The proposedmodel can be used to predict the UFL of organic compounds with only four preselected theoretical descriptorswhich can be directly calculated from molecular structure alone.
1. Introduction
In chemical industry and engineering, there is a wide","The study focuses on predicting the upper flammability limits (UFL) of organic compounds based on their molecular structures. Various molecular descriptors, including topological, charge, and geometric descriptors, are calculated to numerically represent the structural features of the compounds. A genetic algorithm combined with multiple linear regression (GA-MLR) is employed to select an optimal subset of descriptors that significantly contribute to the UFL property. The resulting model is a four-variable multilinear model with a defined applicability range. For the external test set, the model achieves an average absolute error of 1.75 vol % and a root-mean-square error of 2.77. This model allows for the prediction of UFL using only four theoretical descriptors that can be directly calculated from the molecular structure.","REFERENCE:(Yong Pan, Juncheng Jiang, Rui Wang, Hongyin Cao, Yi Cui,2009,Prediction of the Upper Flammability Limits of Organic Compounds from Molecular Structures)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","is considered by quantum descriptors because studies have
shown the e ﬀect of HOMO, LUMO, and electrophilicity index
(ω) on the reactivity.39This reactivity prediction is important
in predicting the minimum ignition energy and decompositiontemperature.18,19Therefore, this study utilizes both the
nonquantum and quantum descriptors.
Because molecular structures a ﬀect the molecular descrip-
tors, the geometry optimization should be conducted to obtainthe molecular structure with the lowest energy beforecalculating the molecular descriptors. The chemical com-pounds studied in this work are pure chemical compounds(isomers) in the gas phase. Protonation states or tautomers arenot considered. The simpli ﬁed molecular-input line-entry
system (SMILES) for the organic compounds was obtainedfrom Pubchem and translated to a molecular structure usingRDKit.
32The optimization of the molecular structure was ﬁrst
conducted using MMFF94 force ﬁeld by RDKit, which is then","This study investigates the reactivity of chemical compounds by utilizing both quantum and non-quantum descriptors. Quantum descriptors such as HOMO, LUMO, and the electrophilicity index (ω) are considered due to their known effects on reactivity, which is crucial for predicting minimum ignition energy and decomposition temperature. The research focuses on pure chemical compounds (isomers) in the gas phase, excluding protonation states or tautomers. Molecular structures were derived from SMILES data obtained from PubChem and translated using RDKit. Initial geometry optimization of these structures was performed using the MMFF94 force field in RDKit.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" becomes ""information content index (neighborhood symmetry of -order)"".

To rewrite this in a human interpretable manner, we can simplify and clarify the terminology:

New label: ""Information Content Index (Neighborhood Symmetry)""","sented in Table 1 .
“Jhetv” and “PW5” are of topological descriptors. Topological
descriptors are based on a graph representation of the molecule.They are numerical quantiﬁers of molecular topology obtainedby the application of algebraic operators to matrices representingmolecular graphs and whose values are independent of vertex num-bering or labeling. They can be sensitive to one or more structuralfeatures of the molecule such as size, shape, symmetry, branchingand cyclicity and can also encode chemical information concern-ing atom type and bond multiplicity. When these two descriptorsincrease the UFLP decreases.
“SIC0” is of information indices. These molecular descriptors are
calculated as information content of molecules, based on the cal-culation of equivalence classes from the molecular graph. Amongthem, the indices of neighborhood symmetry take into account alsoneighbor degree and edge multiplicity. Increase in this descriptorincreases the UFLP.","The provided text discusses three types of molecular descriptors: ""Jhetv,"" ""PW5,"" and ""SIC0."" 

- ""Jhetv"" and ""PW5"" are topological descriptors derived from the graph representation of molecules. These descriptors quantify molecular topology through algebraic operations on matrices representing molecular graphs. They are independent of vertex numbering or labeling and can reflect structural features such as size, shape, symmetry, branching, and cyclicity, as well as chemical information like atom type and bond multiplicity. An increase in these descriptors correlates with a decrease in UFLP (unspecified in the text but likely a property or parameter of interest).

- ""SIC0"" is an information index descriptor calculated based on the information content of molecules, derived from equivalence classes in the molecular graph. This descriptor considers neighborhood symmetry, neighbor degree, and edge multiplicity. An increase in SIC0 correlates with an increase in UFLP.","REFERENCE:(Farhad Gharagheizi,2009,Prediction of upper flammability limit percent of pure compounds from their molecular structures)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" becomes ""information content index (neighborhood symmetry of -order)"".

To rewrite this in a human interpretable manner, we can simplify and clarify the terminology:

New label: ""Information Content Index (Neighborhood Symmetry)""","of LFL among  lighter organic  compounds  (the number  of C < 2). 
Regarding  the sign of the fraction,  for example,  ( nO 
nC ) 2 , nF 
nC , and nCl 
nC 
terms have the plus sign on their coeﬃcients  in Eq. (14 ). They 
commonly  consider  more electronegative  atoms than carbon  on 
their numerators.  On the other hand, nH 
( nC ) 2 , nS 
( nC ) 2 , and nSi 
( nC ) 2 terms 
on their coeﬃcients,  and when taken into account,  the atoms 
on the numerators  are less electronegative  than carbon.  Then, 
the fraction  terms with the plus sign make increased  LFL values, 
whereas  the terms with the minus sign make reduced  LFL values. 
However,  the question  remains  how certain  organic  compounds  
have relatively  higher LFL values than the other compounds,  in 
particular  among  lighter compounds  (C < 2). For example,  the 
LFL values of chloroﬂuoromethane  (CH 2 ClF) and dichloromethane  
(CH 2 Cl 2 ) are 14.4 and 14.0 vol.%, which are the highest  LFL val-","The text discusses the factors influencing the Lower Flammability Limit (LFL) of lighter organic compounds, specifically those with fewer than two carbon atoms (C < 2). It explains that the presence of more electronegative atoms than carbon (e.g., oxygen, fluorine, chlorine) in the molecular structure tends to increase the LFL values, as indicated by positive coefficients in the relevant equations. Conversely, the presence of less electronegative atoms than carbon (e.g., hydrogen, sulfur, silicon) tends to decrease the LFL values, as indicated by negative coefficients. The text highlights that certain organic compounds, such as chlorofluoromethane (CH₂ClF) and dichloromethane (CH₂Cl₂), have relatively high LFL values of 14.4 vol.% and 14.0 vol.%, respectively, among lighter compounds.","REFERENCE:(Sunhwa Park, James P. Bailey, Hans J. Pasman, Qingsheng Wang, Mahmoud M. El-Halwagi,2021,Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" becomes ""information content index (neighborhood symmetry of -order)"".

To rewrite this in a human interpretable manner, we can simplify and clarify the terminology:

New label: ""Information Content Index (Neighborhood Symmetry)""","1999 ,18(3), 127 −134.
(10) Suzuki, T.; Koide, K. Short Communication: Correlation
between Upper Flammability Limits and Thermochemical Propertiesof Organic Compounds. Fire Mater. 1994 ,18, 393−397.
(11) Suzuki, T.; Ishida, M. Neural Network Techniques Applied to
Predict Flammability Limits of Organic Compounds. Fire Mater.
1995 ,19, 179−189.
(12) Gharagheizi, F. A Chemical Structure-based Model for
Estimation of Upper Flammability Limit of Pure Compounds. Energy
Fuels 2010 ,24, 3867−3871.Industrial & Engineering Chemistry Research Article
DOI: 10.1021/acs.iecr.8b05938
Ind. Eng. Chem. Res. 2019, 58, 3531 −35373536","The provided text lists references from various studies related to the flammability limits of organic compounds. Key studies include:

1. Suzuki and Koide (1994) explored the correlation between upper flammability limits and thermochemical properties of organic compounds.
2. Suzuki and Ishida (1995) applied neural network techniques to predict the flammability limits of organic compounds.
3. Gharagheizi (2010) developed a chemical structure-based model for estimating the upper flammability limit of pure compounds.

The references are from journals such as ""Fire and Materials"" and ""Energy & Fuels,"" and the text also includes a citation from ""Industrial & Engineering Chemistry Research"" (2019).","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" becomes ""information content index (neighborhood symmetry of -order)"".

To rewrite this in a human interpretable manner, we can simplify and clarify the terminology:

New label: ""Information Content Index (Neighborhood Symmetry)""","(37) Golbraikh, A.; Tropsha, A. Beware of q2! J. Mol. Graphics
Modell. 2002 ,20(4), 269 −276.
(38) Witten, I. H.; Frank, E.; Hall, M. A.; Pal, C. J. Data Mining:
Practical Machine Learning Tools and Techniques ; Morgan Kaufmann:
Burlington, MA, 2016.
(39) Ruiz-Morales, Y. HOMO −LUMO gap as an index of
molecular size and structure for polycyclic aromatic hydrocarbons
(PAHs) and asphaltenes: A theoretical study. I. J. Phys. Chem. A 2002 ,
106, 11283 −11308.Industrial & Engineering Chemistry Research Article
DOI: 10.1021/acs.iecr.8b05938
Ind. Eng. Chem. Res. 2019, 58, 3531 −35373537","The provided text is a list of references from a journal article. The references include:

1. Golbraikh and Tropsha's 2002 paper in the Journal of Molecular Graphics and Modelling, which discusses the caution needed when interpreting the q² statistic.
2. Witten, Frank, Hall, and Pal's 2016 book on data mining and practical machine learning tools and techniques, published by Morgan Kaufmann.
3. Ruiz-Morales' 2002 theoretical study in the Journal of Physical Chemistry A, which examines the HOMO-LUMO gap as an index of molecular size and structure for polycyclic aromatic hydrocarbons (PAHs) and asphaltenes.

Additionally, there is a citation for an article in Industrial & Engineering Chemistry Research, published in 2019, with the DOI: 10.1021/acs.iecr.8b05938.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"The label ""information content index (neighborhood symmetry of 0-order)"" without the integer ""0"" becomes ""information content index (neighborhood symmetry of -order)"".

To rewrite this in a human interpretable manner, we can simplify and clarify the terminology:

New label: ""Information Content Index (Neighborhood Symmetry)""","US chemical  safety and hazard investigation  board; DIPPR, design institute for phys- 
ical properties  relationships;  GNN, graph neural networks;  LFL, lower ﬂammability  
limit; LOOCV, leave-one-out  cross-validation;  MAE, mean absolute error; MIE, Mini- 
mum ignition energy; MINLP, mixed-integer  nonlinear  programming;  MLR, multiple 
linear regression;  MSE, mean square error; NFPA, the US national ﬁre protection  as- 
sociation;  NLP, nonlinear  programming;  PLS, partial least square; OSHA, the US oc- 
cupational  safety and health administration;  RMSE, root mean square error; QSPR, 
quantitative  structure-property  relationship;  SFBS, sequential  ﬂoating backward  se- 
lection; SFBS-MLR-L,  SFBS-based  MLR models incorporating  linearity;  SFBS-MLR-NLI,  
SFBS-based  MLR models incorporating  non-linearity  and interaction;  SFFS, sequen- 
tial ﬂoating forward selection;  SFFS-MLR-NLI,  SFFS-based  MLR models incorporating  1. Introduction","The provided text is a list of abbreviations and acronyms commonly used in a scientific journal article related to chemical safety, hazard investigation, and various statistical and computational methods. These include organizations like the US Chemical Safety and Hazard Investigation Board (CSB), the US National Fire Protection Association (NFPA), and the US Occupational Safety and Health Administration (OSHA). It also includes terms related to modeling and data analysis techniques such as Graph Neural Networks (GNN), Multiple Linear Regression (MLR), and Quantitative Structure-Property Relationship (QSPR). Additionally, it mentions various error metrics and validation methods like Mean Absolute Error (MAE), Mean Square Error (MSE), and Leave-One-Out Cross-Validation (LOOCV). The text also references specific model types and selection methods, such as SFBS-MLR-L (SFBS-based MLR models incorporating linearity) and SFFS-MLR-NLI (SFFS-based MLR models incorporating non-linearity and interaction).","REFERENCE:(Sunhwa Park, James P. Bailey, Hans J. Pasman, Qingsheng Wang, Mahmoud M. El-Halwagi,2021,Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design)"
