feature,original,summary,reference
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Sensitivity of Energetic Molecules. Bull. Korean Chem. Soc. 2005 ,26,
399−408.
(60) Nefati, H.; Cense, J.-M.; Legendre, J.-J. Prediction of the Impact
Sensitivity by Neural Networks. J. Chem. Inf. Comput. Sci. 1996 ,36,
804−810.
(61) Gharagheizi, F. Quantitative Structure Property Relationship for
Prediction of the Lower Flammability Limit of Pure Compounds. Energy
Fuels 2008 ,22, 3037−3039.
(62) Gharagheizi, F. Prediction of upper flammability limit percent of
pure compounds from their molecular structures. J. Hazard. Mater.
2009 ,167, 507−510.
(63) Pan, Y.; Jiang, J.; Wang, R.; Cao, H.; Cui, Y. A novel QSPR model
for prediction of lower flammability limits of organic compounds based
on support vector machine. J. Hazard. Mater. 2009 ,168, 962−969.
(64) Gharagheizi, F. A QSPR model for estimation of lower
flammability limit temperature of pure compounds based on molecular
structure. J. Hazard. Mater. 2009 ,169, 217−220.","The provided text lists several references related to the prediction of various properties of energetic and flammable compounds using different computational methods. Key studies include:

1. Sensitivity of energetic molecules (Bull. Korean Chem. Soc. 2005).
2. Prediction of impact sensitivity using neural networks (J. Chem. Inf. Comput. Sci. 1996).
3. Quantitative Structure-Property Relationship (QSPR) models for predicting the lower flammability limit (Energy Fuels 2008) and upper flammability limit (J. Hazard. Mater. 2009) of pure compounds.
4. A novel QSPR model using support vector machines for predicting lower flammability limits of organic compounds (J. Hazard. Mater. 2009).
5. Estimation of lower flammability limit temperature based on molecular structure (J. Hazard. Mater. 2009).

These studies collectively highlight the use of computational models, including neural networks and QSPR, to predict the flammability and sensitivity of various chemical compounds.","REFERENCE:(Flor A. Quintero, Suhani J. Patel, Felipe Muñoz, M. Sam Mannan,2012,Review of Existing QSAR/QSPR Models Developed for Properties Used in Hazardous Chemicals Classification System)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","Developing Quantitative Structure −Property Relationship Models
To Predict the Upper Flammability Limit Using Machine Learning
Shuai Yuan,†,‡Zeren Jiao,†,‡Noor Quddus,†Joseph Sang-II Kwon,‡and Chad V. Mashuga *,†,‡
†Mary Kay O ’Connor Process Safety Center,‡Artie McFerrin Department of Chemical Engineering, Texas A&M University, College
Station, Texas 77843, United States
*SSupporting Information
ABSTRACT: In this study, machine learning algorithms, such as support vector machine (SVM), k-nearest-neighbors (KNN),
and rndom forest (RF), are applied to improve the accuracy of the quantitative structure −property relationship (QSPR) models
to predict the upper ﬂammability limit (UFL) of pure organic compounds. Ten molecular descriptors are utilized to develop the","In this study, researchers from Texas A&M University applied machine learning algorithms, including support vector machine (SVM), k-nearest-neighbors (KNN), and random forest (RF), to enhance the accuracy of quantitative structure-property relationship (QSPR) models. These models are designed to predict the upper flammability limit (UFL) of pure organic compounds. The study utilized ten molecular descriptors to develop these predictive models.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","quantitative structure -property relationship method. These
methods are extensively used to estimate various physicochem-ical properties and have successfully been used by the authorfor estimation of some flammability characteristics.
8-14In this
class, the chemical structures of molecules are used to develop
parameters that can then be used to correlate the UFL of purecompounds. Of these methods, we can refer to the models
*To whom correspondence should be addressed. Fax: þ98-21-
66957784. E-mail: fghara@ut.ac.ir or fghara@gmail.com.
†Saman Energy Giti Co., Postal Code: 3331619636, Tehran, Iran.
(1) Crowl, D. A.; Louvar, J. F. Chemical Process Safety Fundamentals
with Applications , 2nd ed.; Prentice-Hall: Upper Saddle River, NJ, 2002.
(2) Lees, F. P. Loss Prevention in the Process Industries , 2nd ed.;
Butterworth -Heinemann: Oxford, U.K., 1996.
(3) Sheldon, M. Fire Prev. 1984 ,174, 23.
(4) Britton, L. G.; Cashdollar, K. L.; Fenlon, W.; Furip, D.; Going, J.;","The text discusses the use of quantitative structure-property relationship (QSPR) methods to estimate various physicochemical properties, specifically focusing on flammability characteristics. These methods involve using the chemical structures of molecules to develop parameters that correlate with the upper flammability limit (UFL) of pure compounds. The author has successfully applied these methods in their research. The text also includes references to relevant literature and contact information for correspondence.","REFERENCE:(Farhad Gharagheizi,2010,Chemical Structure-Based Model for Estimation of the Upper Flammability Limit of Pure Compounds)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","for prediction of the upper ﬂammability limits (UFL) of organic compounds from their molecular structures.The structural features of the compounds are numerically represented by various kinds of calculated moleculardescriptors such as topological, charge, and geometric descriptors. The genetic algorithm combined withmultiple linear regression (GA-MLR) is used to select an optimal subset of descriptors that have signiﬁcantcontribution to the overall UFL property from the large pool of calculated descriptors. The best resultedmodel is a four-variable multilinear model with a deﬁned applicability range. The average absolute error androot-mean-square error obtained for the external test set are 1.75 vol % and 2.77, respectively. The proposedmodel can be used to predict the UFL of organic compounds with only four preselected theoretical descriptorswhich can be directly calculated from molecular structure alone.
1. Introduction
In chemical industry and engineering, there is a wide","The study focuses on predicting the upper flammability limits (UFL) of organic compounds based on their molecular structures. Various molecular descriptors, including topological, charge, and geometric descriptors, are calculated to numerically represent the structural features of the compounds. A genetic algorithm combined with multiple linear regression (GA-MLR) is employed to select an optimal subset of descriptors that significantly contribute to the UFL property. The resulting model is a four-variable multilinear model with a defined applicability range. For the external test set, the model achieves an average absolute error of 1.75 vol % and a root-mean-square error of 2.77. This model allows for the prediction of UFL using only four theoretical descriptors that can be directly calculated from the molecular structure.","REFERENCE:(Yong Pan, Juncheng Jiang, Rui Wang, Hongyin Cao, Yi Cui,2009,Prediction of the Upper Flammability Limits of Organic Compounds from Molecular Structures)"
"Structural Information Content Index (Neighborhood Symmetry of Zero-Order)

New label: Structural Information Content (Neighborhood Symmetry)","is considered by quantum descriptors because studies have
shown the e ﬀect of HOMO, LUMO, and electrophilicity index
(ω) on the reactivity.39This reactivity prediction is important
in predicting the minimum ignition energy and decompositiontemperature.18,19Therefore, this study utilizes both the
nonquantum and quantum descriptors.
Because molecular structures a ﬀect the molecular descrip-
tors, the geometry optimization should be conducted to obtainthe molecular structure with the lowest energy beforecalculating the molecular descriptors. The chemical com-pounds studied in this work are pure chemical compounds(isomers) in the gas phase. Protonation states or tautomers arenot considered. The simpli ﬁed molecular-input line-entry
system (SMILES) for the organic compounds was obtainedfrom Pubchem and translated to a molecular structure usingRDKit.
32The optimization of the molecular structure was ﬁrst
conducted using MMFF94 force ﬁeld by RDKit, which is then","This study investigates the reactivity of chemical compounds by utilizing both quantum and non-quantum descriptors. Quantum descriptors such as HOMO, LUMO, and the electrophilicity index (ω) are considered due to their known effects on reactivity, which is crucial for predicting minimum ignition energy and decomposition temperature. The research focuses on pure chemical compounds (isomers) in the gas phase, excluding protonation states or tautomers. Molecular structures were derived from SMILES obtained from PubChem and translated using RDKit. Geometry optimization was performed using the MMFF94 force field in RDKit to achieve the lowest energy molecular structure before calculating the molecular descriptors.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Label Information Content Index (Neighborhood Symmetry of Zero-Order)

New Label: Neighborhood Symmetry Index","1999 ,18(3), 127 −134.
(10) Suzuki, T.; Koide, K. Short Communication: Correlation
between Upper Flammability Limits and Thermochemical Propertiesof Organic Compounds. Fire Mater. 1994 ,18, 393−397.
(11) Suzuki, T.; Ishida, M. Neural Network Techniques Applied to
Predict Flammability Limits of Organic Compounds. Fire Mater.
1995 ,19, 179−189.
(12) Gharagheizi, F. A Chemical Structure-based Model for
Estimation of Upper Flammability Limit of Pure Compounds. Energy
Fuels 2010 ,24, 3867−3871.Industrial & Engineering Chemistry Research Article
DOI: 10.1021/acs.iecr.8b05938
Ind. Eng. Chem. Res. 2019, 58, 3531 −35373536","The provided text lists references from various journal articles related to the study of flammability limits and thermochemical properties of organic compounds. The references include:

1. A 1994 study by Suzuki and Koide on the correlation between upper flammability limits and thermochemical properties of organic compounds, published in ""Fire and Materials.""
2. A 1995 study by Suzuki and Ishida on the application of neural network techniques to predict flammability limits of organic compounds, also published in ""Fire and Materials.""
3. A 2010 study by Gharagheizi on a chemical structure-based model for estimating the upper flammability limit of pure compounds, published in ""Energy and Fuels.""

Additionally, there is a reference to an article from ""Industrial & Engineering Chemistry Research"" published in 2019.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Label Information Content Index (Neighborhood Symmetry of Zero-Order)

New Label: Neighborhood Symmetry Index","QSPR model. The experimental data set contains 79 chemicals and is split into 70% training and 30% test set in order toconduct cross-validation. The multiple linear regression (MLR) QSPR model of denary logarithms of the UFL obtained in thisstudy has six molecular descriptors and an overall root-mean-square error (RMSE) of 0.145. The other four descriptors areeliminated based on statistical insigni ﬁcance. The QSPR models aided by SVM and RF improve the prediction of the UFL as
indicated by their overall RMSEs of 0.118 and 0.095, respectively. However, the QSPR model aided by KNN demonstrated theleast performance with the overall RMSE of 0.163.
1. INTRODUCTION
The lower ﬂammability limit (LFL) and the upper ﬂammability
limit (UFL) are important characteristics to assess the ﬁre and
explosion hazards of organic compounds.1−5The fuel
concentration is too lean to be ignited when the mixture isat the LFL and the concentration is too fuel rich with","The study focuses on developing Quantitative Structure-Property Relationship (QSPR) models to predict the upper flammability limit (UFL) of 79 chemicals. The dataset is divided into 70% for training and 30% for testing to perform cross-validation. A multiple linear regression (MLR) QSPR model using six molecular descriptors achieved a root-mean-square error (RMSE) of 0.145, while four other descriptors were excluded due to statistical insignificance. Support Vector Machine (SVM) and Random Forest (RF) models improved prediction accuracy with RMSEs of 0.118 and 0.095, respectively. Conversely, the K-Nearest Neighbors (KNN) model showed the least performance with an RMSE of 0.163. The introduction highlights the significance of the lower flammability limit (LFL) and UFL in assessing fire and explosion hazards of organic compounds.","REFERENCE:(Shuai Yuan, Zeren Jiao, Noor Quddus, Joseph Sang-II Kwon, Chad V. Mashuga,2019,Developing Quantitative Structure−Property Relationship Models To Predict the Upper Flammability Limit Using Machine Learning)"
"Label Information Content Index (Neighborhood Symmetry of Zero-Order)

New Label: Neighborhood Symmetry Index","This research was supported by National Natural Science
Fund of China (No. 50774048), Research Fund for the DoctoralProgram of Higher Education of China (No. 200802910007),and Program for New Century Excellent Talents in University(No. NCET-05-0505). Y. Pan acknowledges the support ofJiangsuGraduateScientiﬁcInnovationProjects(No.CX07B_150z).The authors sincerely acknowledged the anonymous reviewersfor their helpful suggestions that have led to improving thepaper.
Supporting Information Available: The 588 organic com-
pounds used in this study and their predicted and observed UFLvalues, as well as the four molecular descriptors used in eq 2to predict UFL. This material is available free of charge via theInternet at http://pubs.acs.org.
Literature Cited
(1) Vidal, M.; Rogers, W. J.; Holste, J. C.; Mannan, M. S. A Review of
Estimation Methods for Flash Points and Flammability Limits. Process Saf.
Prog. 2004 ,23, 47–55.
(2) Albahri, T. A. Flammability Characteristics of Pure Hydrocarbons.","The research was funded by several Chinese institutions, including the National Natural Science Fund of China, the Research Fund for the Doctoral Program of Higher Education of China, and the Program for New Century Excellent Talents in University. Y. Pan received support from the Jiangsu Graduate Scientific Innovation Projects. The authors express gratitude to anonymous reviewers for their constructive feedback. Supporting information, including data on 588 organic compounds and their predicted and observed UFL values, as well as four molecular descriptors used in the study, is available online. The literature cited includes works on estimation methods for flash points and flammability limits, and the flammability characteristics of pure hydrocarbons.","REFERENCE:(Yong Pan, Juncheng Jiang, Rui Wang, Hongyin Cao, Yi Cui,2009,Prediction of the Upper Flammability Limits of Organic Compounds from Molecular Structures)"
"Label Information Content Index (Neighborhood Symmetry of Zero-Order)

New Label: Neighborhood Symmetry Index","d The Wm Michael Barnes ’64 Department  of Industrial  and Systems Engineering,  Texas A&M University,  College Station, TX, USA 
a r t i c l e i n f o 
Article history: 
Received  6 April 2021 
Revised 25 August 2021 
Accepted  2 September  2021 
Available  online 5 September  2021 
Keywords:  
Data mining 
Chemical  property  
Process safety 
Statistical  model 
Flammability  property  a b s t r a c t 
This study proposes  easy-to-apply  machine  learning-developed  models,  which predict four ﬂammability  
properties  of pure organic compounds:  the ﬂash point, heat of combustion,  lower ﬂammability  limit (LFL), 
and upper ﬂammability  limit (UFL). These ﬂammability  properties  pose a strong impact on the inher- 
ently safer design of industrial  processes.  Similar to quantitative  structure-property  relationship  (QSPR) 
or group contribution  models,  machine  learning  algorithms  are utilized  in this study to establish  predic-","This study from the Wm Michael Barnes ’64 Department of Industrial and Systems Engineering at Texas A&M University focuses on developing machine learning models to predict four key flammability properties of pure organic compounds: flash point, heat of combustion, lower flammability limit (LFL), and upper flammability limit (UFL). These properties are crucial for the inherently safer design of industrial processes. The machine learning models proposed are easy to apply and are similar to quantitative structure-property relationship (QSPR) or group contribution models. The study emphasizes the importance of these predictive models in enhancing process safety.","REFERENCE:(Sunhwa Park, James P. Bailey, Hans J. Pasman, Qingsheng Wang, Mahmoud M. El-Halwagi,2021,Fast, easy-to-use, machine learning-developed models of prediction of flash point, heat of combustion, and lower and upper flammability limits for inherently safer design)"
"Label Information Content Index (Neighborhood Symmetry of Zero-Order)

New Label: Neighborhood Symmetry Index","2and H2O.
This equation probably can be applied to halogenated
organic fuels, provided that the degree of halogenationis small. In general, predicted values obtained with thisequation are within experimental error ( /H110110.1 mol%) of
reported values.
Predictive Methods for Flammability Limits—
Mixtures
Hanley [25] correlated the LFL
mix with a quantity
representative of the heat evolved during combustion.
The heat of combustion is deﬁned as
CaHbNcSdXe/H20849g/H20850/H11001/H20873a/H11001b
4/H11001d/H20874O2/H20849g/H208503aCO 2/H20849g/H20850/H11001/H20873b
2/H20874H2O/H20849g/H20850/H11001/H20873c
2/H20874N2/H20849g/H20850/H11001dSO 2/H20849g/H20850
/H11001/H20873e
2/H20874X2/H20849g/H20850
/H9004Hc/H11005aH f,CO 2/H11001/H20873b
2/H20874Hf,H 2O/H11001dHf,SO 2/H11002Hf,C aHbNcSdXe,
where C represents carbon, H hydrogen, N nitrogen, S
sulfur, and Xhalogens. The assumptions involved in
this deﬁnition are that all carbon is oxidized to CO2; all","The provided text discusses the application of a specific equation to predict the flammability limits of halogenated organic fuels, particularly when the degree of halogenation is small. The predicted values using this equation are generally within experimental error (±0.1 mol%) of reported values. Additionally, Hanley [25] correlated the lower flammability limit (LFL) of mixtures with the heat evolved during combustion. The heat of combustion is defined by the reaction:

\[ \text{CaHbNcSdXe} + \left(\frac{a + b/4 + d}{2}\right) \text{O}_2 \rightarrow a \text{CO}_2 + \left(\frac{b}{2}\right) \text{H}_2\text{O} + \left(\frac{c}{2}\right) \text{N}_2 + d \text{SO}_2 + \left(\frac{e}{2}\right) \text{X}_2 \]

where C represents carbon, H hydrogen, N nitrogen, S sulfur, and X halogens. The assumptions include complete oxidation of carbon to CO2.","REFERENCE:(M. Vidal, W. J. Rogers, J. C. Holste, M. S. Mannan,2004,A Review of Estimation Methods for Flash Points and Flammability Limits)"
