feature,original,summary,reference
"To create a new label in a human interpretable manner, we need to remove the integers from the original label and then rewrite it. Since the label is related to the presence of an atom at an aromatic/non-aromatic boundary, the new label should reflect this concept clearly. Here's how you can rewrite it:

**Original Label (Example):** AromaticBoundary3

**New Label:** Aromatic-Nonaromatic Boundary

This new label clearly indicates the concept of an atom being at the boundary between aromatic and non-aromatic regions, without any integers.","The model can be explained with the following SHAP analysis.Feature presence of an atom at an aromatic/non-aromatic boundary has a correlation coefficient of  -0.9530949267381278 with its SHAP values. 
The average impact of presence of an atom at an aromatic/non-aromatic boundary is 0.4800550108869132.
 Feature presence of two heteroatoms bonded to each other has a correlation coefficient of  -0.9687596713558213 with its SHAP values. 
The average impact of presence of two heteroatoms bonded to each other is 0.3475360171158389.
 Feature presence of an atom with three heteroatom neighbors has a correlation coefficient of  -0.9601062793015338 with its SHAP values. 
The average impact of presence of an atom with three heteroatom neighbors is 0.24887870924133884.","The SHAP analysis of the model reveals the following correlations and impacts of specific features on the model's predictions: 

1. The presence of an atom at an aromatic/non-aromatic boundary has a strong negative correlation (correlation coefficient: -0.9531) with its SHAP values, with an average impact of 0.4801.

2. The presence of two heteroatoms bonded to each other also shows a strong negative correlation (correlation coefficient: -0.9688) with its SHAP values, with an average impact of 0.3475.

3. The presence of an atom with three heteroatom neighbors has a strong negative correlation (correlation coefficient: -0.9601) with its SHAP values, with an average impact of 0.2489.","REFERENCE:(XpertAI,2023,XAI Summary)"
"To create a new label in a human interpretable manner, we need to remove the integers from the original label and then rewrite it. Since the label is related to the presence of an atom at an aromatic/non-aromatic boundary, the new label should reflect this concept clearly. Here's how you can rewrite it:

**Original Label (Example):** AromaticBoundary3

**New Label:** Aromatic-Nonaromatic Boundary

This new label clearly indicates the concept of an atom being at the boundary between aromatic and non-aromatic regions, without any integers.","generalization, the standard approach, as deﬁned here, involves
one of two types of structural modiﬁcations. In the ﬁrst method
(method a) hydrophobic carbon atoms are replaced by polar atoms,
most commonly nitrogen or oxygen. This can be accomplished by
replacing phenyl rings with heterocycles such as pyridine, or ali-
phatic CH 2’s with oxygen or nitrogen resulting in an ether or
amine. Numerous other substitutions are possible. In most cases
these modiﬁcations alter the core-template of the molecule and
as such can have an impact on drug binding. In order to avoid this
issue, an alternative approach (method b) is to attach a polar or
ionizable solubilizing appendage to the molecule. In a majority of
cases this is a basic nitrogen containing group but it can also be
a carboxylic acid or neutral-polar moiety. The appendage is
attached to a site on the molecule which does not bind to the target
and which, theoretically should not interfere with afﬁnity. This","The text describes two methods for modifying the structure of molecules to potentially enhance drug binding. Method (a) involves replacing hydrophobic carbon atoms with polar atoms, such as nitrogen or oxygen, which can include substituting phenyl rings with heterocycles like pyridine or replacing aliphatic CH₂ groups with oxygen or nitrogen to form ethers or amines. These modifications can alter the core structure of the molecule, potentially affecting drug binding. To mitigate this issue, method (b) involves attaching a polar or ionizable solubilizing appendage, such as a basic nitrogen-containing group, carboxylic acid, or neutral-polar moiety, to a non-binding site on the molecule. This approach aims to enhance solubility without interfering with the molecule's affinity for its target.","REFERENCE:(Michael A. Walker,2017,Improvement in aqueous solubility achieved via small molecular changes)"
"To create a new label in a human interpretable manner, we need to remove the integers from the original label and then rewrite it. Since the label is related to the presence of an atom at an aromatic/non-aromatic boundary, the new label should reflect this concept clearly. Here's how you can rewrite it:

**Original Label (Example):** AromaticBoundary3

**New Label:** Aromatic-Nonaromatic Boundary

This new label clearly indicates the concept of an atom being at the boundary between aromatic and non-aromatic regions, without any integers.","Figure 1. Improvement of thermodynamic aqueous solubility by re-
moving aromaticity. CLogP values were calculated by us with Chem-
Draw Ultra, version 10.0. Melting points are from the literature.26,27","The text discusses a study on enhancing the thermodynamic aqueous solubility of compounds by eliminating aromaticity. It mentions that CLogP values were calculated using ChemDraw Ultra, version 10.0, and that melting points were sourced from existing literature.","REFERENCE:(Minoru Ishikawa, Yuichi Hashimoto,2011,Improvement in Aqueous Solubility in Small Molecule Drug Discovery Programs by Disruption of Molecular Planarity and Symmetry)"
"To create a new label in a human interpretable manner, we need to remove the integers from the original label and then rewrite it. Since the label is related to the presence of an atom at an aromatic/non-aromatic boundary, the new label should reflect this concept clearly. Here's how you can rewrite it:

**Original Label (Example):** AromaticBoundary3

**New Label:** Aromatic-Nonaromatic Boundary

This new label clearly indicates the concept of an atom being at the boundary between aromatic and non-aromatic regions, without any integers.","5substructures
define rotatable bonds.21
4.Aromaticproportion(AP) scalculatedusinganin-house
program from SMILES. Uses the Daylight SMARTS defini-tion of aromatic ([a]) to count “aromatic atoms”. Theproportion of heavy atoms in the molecule that are in anaromatic ring.
10
5. Non-carbon proportion scalculated using an in-house
program from SMILES. The proportion of heavy atoms inthe molecule that are not carbon ([!#6] in SMARTS).
6. H-bond donor count scalculated using an in-house
program from SMILES.
22
7. H-bond acceptor count scalculated using an in-house
program from SMILES.22* Corresponding author e-mail: john.delaney@syngenta.com.1000 J. Chem. Inf. Comput. Sci. 2004,44,1000 -1005
10.1021/ci034243x CCC: $27.50 © 2004 American Chemical Society
Published on Web 03/13/2004
Downloaded via ECOLE POLYTECHNIC FED LAUSANNE on September 21, 2023 at 15:36:57 (UTC).
See https://pubs.acs.org/sharingguidelines for options on how to legitimately share published articles.","The text describes the calculation of various molecular properties using in-house programs from SMILES representations. These properties include:

1. Aromatic proportion (AP): Calculated using the Daylight SMARTS definition of aromatic atoms ([a]), it measures the proportion of heavy atoms in a molecule that are part of an aromatic ring.

2. Non-carbon proportion: This is the proportion of heavy atoms in a molecule that are not carbon, identified using the SMARTS notation [!#6].

3. H-bond donor count: The number of hydrogen bond donors in a molecule.

4. H-bond acceptor count: The number of hydrogen bond acceptors in a molecule.

The calculations are part of a study published in the Journal of Chemical Information and Computer Sciences in 2004.","REFERENCE:(John S. Delaney,2004,ESOL: Estimating Aqueous Solubility Directly from Molecular Structure)"
"To create a new label in a human interpretable manner, we need to remove the integers from the original label and then rewrite it. Since the label is related to the presence of an atom at an aromatic/non-aromatic boundary, the new label should reflect this concept clearly. Here's how you can rewrite it:

**Original Label (Example):** AromaticBoundary3

**New Label:** Aromatic-Nonaromatic Boundary

This new label clearly indicates the concept of an atom being at the boundary between aromatic and non-aromatic regions, without any integers.","follow. For statisticalgroup contribution model, the calculation of the legitimacy, one must avoid having a low ratio ofsolubility of new compounds, which contain frag- training data points to number of descriptors, thements not encountered in the model, may yield utilized descriptors should not be highly correlated,unanticipated errors' [23]. and they should pass usual statistical tests, e.g.","The text discusses considerations for using a statistical group contribution model in chemistry. It emphasizes the importance of maintaining a high ratio of training data points to the number of descriptors to ensure the model's legitimacy. Additionally, it advises that the descriptors should not be highly correlated and should pass standard statistical tests to avoid unanticipated errors, particularly when predicting the solubility of new compounds containing fragments not previously encountered in the model.","REFERENCE:(William L. Jorgensen, Erin M. Duffy,2002,Prediction of drug solubility from structure)"
"To provide a new label in a human interpretable manner, I need to know the specific label you are referring to, including the heteroatoms and any integers present. Please provide the label you would like to be rewritten.","suitable forthe prediction of ampholytes, whereas surface area descrip-tors generated from a 3D structure of the molecule bestpredicted bases. Rather uncomplicated computational pro-tocols could be applied to accurately predict the aqueoussolubility of series of homologous compounds and specificsubsets. Finally, we conclude that in order to improve thetheoretical models for drug solubility further, even largertraining sets should be used and descriptors for solid statecharacteristics and the crystal structure should be included.The rate-limiting step in this procedure will most probablybethegenerationofalargeexperimentaldatabaseofhighestpossible quality.","The text discusses methods for predicting the solubility of compounds. It highlights that surface area descriptors from a molecule's 3D structure are effective for predicting bases, while other methods are suitable for ampholytes. Simple computational protocols can accurately predict the aqueous solubility of homologous compounds and specific subsets. To enhance theoretical models for drug solubility, larger training sets and descriptors for solid-state characteristics and crystal structures should be included. The main challenge in this process is generating a high-quality experimental database.","REFERENCE:(Christel A. S. Bergström, Carola M. Wassvik, Ulf Norinder, Kristina Luthman, Per Artursson,2004,Global and Local Computational Models for Aqueous Solubility Prediction of Drug-Like Molecules)"
"To provide a new label in a human interpretable manner, I need to know the specific label you are referring to, including the heteroatoms and any integers present. Please provide the label you would like to be rewritten.","3 Scientific  Data  |           (2019) 6:143  | https://doi.org/10.1038/s41597-019-0151-1
www.nature.com/scientificdata www.nature.com/scientificdata/ 1. Identifier generation: We chose the SMILES representation as the standard identifier for compounds for 
our curated dataset. In external datasets, where SMILES representations were not available, we used the name and the CAS Registry Number of compounds as inputs to retrieve the SMILES strings from the Chemical Identifier Resolver web service of the National Cancer Institute (https://cactus.nci.nih.gov/chemical/structure). Lastly, SLN identifiers available from some datasets were converted to SMILES using 
RDKit open-source cheminformatics software.
 2. Unit Conversion: The chosen unit of solubility in this dataset is LogS, where S is the aqueous solubility in mol/L 
(or M). Units such as g/L and mg/L were converted to LogS using the molecular mass of the compounds.","The article discusses the methodology for generating identifiers and converting units in a curated chemical dataset. SMILES (Simplified Molecular Input Line Entry System) was selected as the standard identifier for compounds. For external datasets lacking SMILES, compound names and CAS Registry Numbers were used to obtain SMILES strings via the Chemical Identifier Resolver from the National Cancer Institute. Additionally, SLN (Sybyl Line Notation) identifiers were converted to SMILES using RDKit software. For unit conversion, the dataset uses LogS as the unit of solubility, where S represents aqueous solubility in mol/L. Solubility values in g/L and mg/L were converted to LogS using the molecular mass of the compounds.","REFERENCE:(Murat Cihan Sorkun, Abhishek Khetan, Süleyman Er,2019,aqSolDB, a curated reference set of aqueous solubility and 2D descriptors for a diverse set of compounds)"
"To provide a new label in a human interpretable manner, I need to know the specific label you are referring to, including the heteroatoms and any integers present. Please provide the label you would like to be rewritten.","structure: A new molecular descriptor. New J. Chem. 1980
, 359−360.
(60) Randic, M. On molecular identification numbers. J. Chem. Inf.
Comput. Sci. 1984 ,24(3), 164 −175.
(61) CDK Descriptor Summary (2011 −05−28). http://pele.farmbio.
uu.se/nightly-1.2.x/dnames.html, accessed Feb. 10, 2014.
(62) Hewitt, M.; Cronin, M. T. D.; Enoch, S. J.; Madden, J. C.;
Roberts, D. W.; Dearden, J. C. In Silico Prediction of AqueousSolubility: The Solubility Challenge. J. Chem. Inf. Model. 2009 ,49(11),
2572−2587.
(63) Tsvetkova, B.; Pencheva, I.; Zlatkov, A.; Peikov, P. High
Performance Liquid Chromatographic Assay of Indomethacin and its
Related Substances in Tablet Dosage Forms. Int. J. Pharm. Pharm. Sci.
2012 ,4(Supplement 3), 549 −552.Journal of Chemical Information and Modeling Article
dx.doi.org/10.1021/ci4005805 |J. Chem. Inf. Model. 2014, 54, 844 −856 856","The provided text is a list of references from a journal article. It includes citations for various studies and resources related to molecular descriptors, molecular identification numbers, computational chemistry tools, in silico prediction of aqueous solubility, and high-performance liquid chromatographic assays. The references span from 1980 to 2012 and cover topics such as chemical informatics, modeling, and analytical chemistry methods.","REFERENCE:(James L. McDonagh, Neetika Nath, Luna De Ferrari, Tanja van Mourik, John B. O. Mitchell,2014,Uniting Cheminformatics and Chemical Theory To Predict the Intrinsic Aqueous Solubility of Crystalline Druglike Molecules)"
"To provide a new label in a human interpretable manner, I need to know the specific label you are referring to, including the heteroatoms and any integers present. Please provide the label you would like to be rewritten.","provided in Supplementary Figs. S1–S5.
Next, we examined how the predicted solubility values and attention scores change when some atoms (e.g., 
O and N) of the molecules are replaced with others (e.g., C).
In Fig.  4a, we changed NH in methyl hydrazine (CH 3(NH)NH 2 ) to CH 2 . In the analysis of Klopman et al.19, 
the solubility contribution value of CH x is lower than those of OH, O, NH, and NH 2 . Thus, in this case, we can 
observe the predicted solubility values were diminished than that of methyl hydrazine. Specifically, the target 
value of methyl hydrazine was 1.34 (logS), and the water solubility derived by MoGAT was 1.339 before the 
replacement, but after the replacement, it decreased to 0.409. In addition, the attention score of the replaced 
atom was also decreased. In Fig.  4b, OH in cyclohexanol (C 6H12 O) was replaced with CH 3 , becoming methylcy-
clohexane (C 7H14 ). The target values of cyclohexanol and methylcyclohexane were − 0.44 and − 3.85, respectively.","The study investigates the impact of atom replacement on the predicted solubility values and attention scores of molecules. Specifically, the replacement of NH with CH₂ in methyl hydrazine (CH₃(NH)NH₂) resulted in a decrease in solubility from a target value of 1.34 (logS) to 0.409, as predicted by MoGAT. Similarly, replacing OH with CH₃ in cyclohexanol (C₆H₁₂O) to form methylcyclohexane (C₇H₁₄) led to a decrease in target solubility values from -0.44 to -3.85. Additionally, the attention scores of the replaced atoms were reduced in both cases, indicating a correlation between atom type and solubility prediction.","REFERENCE:(Sangho Lee, Hyunwoo Park, Chihyeon Choi, Wonjoon Kim, Ki Kang Kim, Young-Kyu Han, Joohoon Kang, Chang-Jong Kang, Youngdoo Son,2023,Multi-order graph attention network for water solubility prediction and interpretation)"
"To provide a new label in a human interpretable manner, I need to know the specific label you are referring to, including the heteroatoms and any integers present. Please provide the label you would like to be rewritten.","AtomicAtom symbol 16 One-hot B, C, N, O, F, Si, P , S, Cl, As, Se, Br, Te, I, At, metal
Degree 6 One-hot Number of covalent bonds
Formal charge 1 Integer Electrical charge
Radical electrons 1 Integer Number of radical electrons
Hybridization 6 One-hot sp, sp2, sp3, sp3d, sp3d2, other
Aromaticity 1 Binary Ehether the atom is part of an aromatic system
Hydrogens 5 One-hot Number of connected hydrogens
Chirality 1 Binary Whether the atom is chiral center
Chirality type 2 One-hot R, S
BondBond type 4 One-hot single, double, triple, aromatic
Conjugation 1 Binary Whether the bond is conjugated
Ring 1 Binary Whether the bond is in ring
Stereo 4 One-hot StereoNone, StereoAny, StereoZ, StereoE
Figure 2.  Comparison of the proposed method and other baseline models in estimating water solubility. (a ) 
Scatter plots of predicted and experimental solubility values, where the x-axis and y-axis indicate the predicted","The provided text appears to describe a set of features used in a computational chemistry model, likely for predicting molecular properties such as water solubility. The features include:

1. **Atomic Features**:
   - **Atom Symbol**: Encoded using a one-hot vector for elements like B, C, N, O, etc., and metals.
   - **Degree**: Encoded using a one-hot vector representing the number of covalent bonds.
   - **Formal Charge**: An integer representing the electrical charge of the atom.
   - **Radical Electrons**: An integer indicating the number of radical electrons.
   - **Hybridization**: Encoded using a one-hot vector for hybridization states such as sp, sp2, sp3, etc.
   - **Aromaticity**: A binary feature indicating if the atom is part of an aromatic system.
   - **Hydrogens**: Encoded using a one-hot vector for the number of connected hydrogen atoms.
   - **Chirality**: A binary feature indicating if the atom is a chiral center, with chirality type encoded as R or S.

2. **Bond Features**:
   - **Bond Type**: Encoded using a one-hot vector for bond types such as single, double, triple, and aromatic.
   - **Conjugation**: A binary feature indicating if the bond is conjugated.
   - **Ring**: A binary feature indicating if the bond is part of a ring.
   - **Stereo**: Encoded using a one-hot vector for stereochemistry, including options like StereoNone, StereoAny, StereoZ, and StereoE.

Additionally, the text references Figure 2, which compares the proposed method with baseline models for estimating water solubility, using scatter plots of predicted versus experimental solubility values.","REFERENCE:(Sangho Lee, Hyunwoo Park, Chihyeon Choi, Wonjoon Kim, Ki Kang Kim, Young-Kyu Han, Joohoon Kang, Chang-Jong Kang, Youngdoo Son,2023,Multi-order graph attention network for water solubility prediction and interpretation)"
