feature,original,summary,reference
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃) groups. However, since the integer has no meaning and is to be removed, we will focus on the general structure.

Assuming the label you provided is something like ""SO₄"" or ""PO₄"", removing the integer would result in ""SO"" or ""PO"". In a human interpretable manner, these could be described as:

- ""SO"" could be interpreted as ""sulfur bonded to oxygen atoms""
- ""PO"" could be interpreted as ""phosphorus bonded to oxygen atoms""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","molecules in terms of enriched substructural patterns, whichwere identified by MoSS (
Tables S4 and S5). When comparing
the substructures that were majorly found in toxic molecules
for environmental endpoints to those found in human-basedendpoints (
Table S2 ), we observed that the substructures were
strikingly more enriched in the former for phosphate, phos-
phorothioate or other, sulphur-, phosphorus- and oxygen atomcombinations. On the other hand, those substructures found in
toxic classes in human-based endpoints were consistently more
enriched in ether, ketone, hydroxyl and nitrogen-enriched sub-
structures. Similarities between the environmental and human-
based endpoints include the presence of chloride and nitrosogroups. However, within the environmental endpoints, these
represented more notable contributions to toxicity. Finally, when
comparing substructures enriched across the different endpointsto well-known, experimentally validated and statistically tested
toxicophores [","The study analyzed molecular substructures associated with toxicity in different contexts using MoSS to identify enriched patterns. It was found that substructures in toxic molecules for environmental endpoints were significantly enriched with combinations of phosphate, phosphorothioate, sulfur, phosphorus, and oxygen atoms. In contrast, toxic substructures for human-based endpoints were more enriched with ether, ketone, hydroxyl, and nitrogen-containing groups. Both environmental and human-based toxic endpoints shared similarities, such as the presence of chloride and nitroso groups, although these contributed more significantly to toxicity in environmental contexts. The study also compared these enriched substructures to known toxicophores.","REFERENCE:(Alex G. C. de Sá, Yangyang Long, Stephanie Portelli, Douglas E. V. Pires, David B. Ascher,2022,toxCSM: comprehensive prediction of small molecule toxicity profiles)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃) groups. However, since the integer has no meaning and is to be removed, we will focus on the general structure.

Assuming the label you provided is something like ""SO₄"" or ""PO₄"", removing the integer would result in ""SO"" or ""PO"". In a human interpretable manner, these could be described as:

- ""SO"" could be interpreted as ""sulfur bonded to oxygen atoms""
- ""PO"" could be interpreted as ""phosphorus bonded to oxygen atoms""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","8
Vol:.(1234567890) Scientific Reports  |         (2023) 13:4908  | https://doi.org/10.1038/s41598-023-31169-8
www.nature.com/scientificreports/most common was just a carbon fragment, perhaps due to the abundance of this substructure in the Morgan 
fingerprints. Substructures with oxygen were also common, either as a carbonyl (Tox21 and RTECS), ketone 
(Tox21), or as an ether (RTECS). Different portions of aromatic rings were identified multiple times, within an 
aryl ring (Tox21 and RTECS), or within a benzyl group (Tox21 and RTECS). Finally, N was obtained for both 
Tox21 and RTECS. Thus, the presence of nucleophilic N, O, and aryl containing substructures was commonly 
identified as explanations for in vitro and in vivo predictions of toxicity.
Explanations of “toxic” predictions obtained from the absence of PN substructures from molecules predicted 
to be toxic, most commonly contained carbon fragments and substructures with N and O for both Tox21 and","The study analyzed the common substructures contributing to toxicity predictions in chemical compounds using Morgan fingerprints. Carbon fragments were the most prevalent, likely due to their abundance in the fingerprints. Oxygen-containing substructures, such as carbonyls, ketones, and ethers, were also frequently observed. Aromatic rings, including aryl and benzyl groups, were identified multiple times. Nitrogen-containing substructures were noted for both Tox21 and RTECS datasets. The presence of nucleophilic nitrogen, oxygen, and aryl substructures was commonly linked to in vitro and in vivo toxicity predictions. Additionally, the absence of phosphorus-nitrogen (PN) substructures in molecules predicted to be toxic often included carbon, nitrogen, and oxygen substructures.","REFERENCE:(Bhanushee Sharma, Vijil Chenthamarakshan, Amit Dhurandhar, Shiranee Pereira, James A. Hendler, Jonathan S. Dordick, Payel Das,2023,Accurate clinical toxicity prediction using multi‑task deep neural nets and contrastive molecular explanations)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃) groups. However, since the integer has no meaning and is to be removed, we will focus on the general structure.

Assuming the label you provided is something like ""SO₄"" or ""PO₄"", removing the integer would result in ""SO"" or ""PO"". In a human interpretable manner, these could be described as:

- ""SO"" could be interpreted as ""sulfur bonded to oxygen atoms""
- ""PO"" could be interpreted as ""phosphorus bonded to oxygen atoms""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","O
NHN
NNNO
dRHOH2N
NHCOCH3COOH
NO
COOH
H3COCHNNO
COOH
H3COCHNOSCOOH
NHCOCH3
HSCOOH
NHCOCH 3
P450
Furan 1402'-deoxycytidine
2'-deoxyadenosine
2'-deoxyguanosine
+N-Acetyllysine
+N-Acetylcysteine","The text appears to list a series of chemical structures and compounds, including various functional groups and molecular fragments. It mentions several chemical groups such as NHN, NNNO, and NHCOCH3, as well as compounds like 2'-deoxycytidine, 2'-deoxyadenosine, and 2'-deoxyguanosine. Additionally, it references N-Acetyllysine and N-Acetylcysteine, and includes the enzyme P450. The text seems to be related to biochemical or pharmacological studies involving these compounds and their interactions or modifications.","REFERENCE:(Amit S. Kalgutkar, Iain Gardner, R. Scott Obach, Christopher L. Shaffer, Ernesto Callegari, Kirk R. Henne, Abdul E. Mutlib, Deepak K. Dalvie, Jae S. Lee, Yasuhiro Nakai, John P. O'Donnell, Jason Boer, Shawn P. Harriman,2005,A Comprehensive Listing of Bioactivation Pathways of Organic Functional Groups)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃) groups. However, since the integer has no meaning and is to be removed, we will focus on the general structure.

Assuming the label you provided is something like ""SO₄"" or ""PO₄"", removing the integer would result in ""SO"" or ""PO"". In a human interpretable manner, these could be described as:

- ""SO"" could be interpreted as ""sulfur bonded to oxygen atoms""
- ""PO"" could be interpreted as ""phosphorus bonded to oxygen atoms""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","As one can see (Fig. 4), it is nearly unavoidable to have at
least one bond aligned with the p-type oxygen lone pair. In the
following sections, we will show that this bond is often the
locus of chemical reactivity. Complexity of anomeric inter-actions increases with an increasing number of oxygenatoms. The constructive interplay of several eﬀects can leadto interesting reactivity consequences. In order to lay thefoundation for the more complex cases, we will start with thesimplest members of this functional group family – alcoholsand ethers.
Functional groups with one oxygen
In the classic anomeric systems ( e.g., acetals), the oxygen
lone pairs interact with relatively strong s-acceptors, i.e.,
the C–X bonds to electronegative heteroatoms. Conse-quences of such strong anomeric interactions are quiteobvious and have been well-recognized.
1,28,29However, even
in the absence of additional heteroatoms, a single oxygenatom of an ether or an alcohol can influence structure and","The text discusses the alignment of bonds with the p-type oxygen lone pair, which often serves as a site for chemical reactivity. The complexity of anomeric interactions increases with the number of oxygen atoms, leading to significant reactivity outcomes due to the interplay of various effects. The article begins by examining the simplest functional groups, such as alcohols and ethers, to establish a foundation for understanding more complex systems. In classic anomeric systems like acetals, oxygen lone pairs interact with strong sigma-acceptors, such as C–X bonds to electronegative heteroatoms, resulting in well-recognized consequences. Even without additional heteroatoms, a single oxygen atom in ethers or alcohols can still influence molecular structure.","REFERENCE:(Igor V. Alabugin, Leah Kuhn, Michael G. Medvedev, Nikolai V. Krivoshchapov, Vera A. Vil’, Ivan A. Yaremenko, Patricia Mehaffy, Meysam Yarie, Alexander O. Terent’ev, Mohammad Ali Zolfigol,2021,Stereoelectronic power of oxygen in control of chemical reactivity: the anomeric effect is not alone)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃) groups. However, since the integer has no meaning and is to be removed, we will focus on the general structure.

Assuming the label you provided is something like ""SO₄"" or ""PO₄"", removing the integer would result in ""SO"" or ""PO"". In a human interpretable manner, these could be described as:

- ""SO"" could be interpreted as ""sulfur bonded to oxygen atoms""
- ""PO"" could be interpreted as ""phosphorus bonded to oxygen atoms""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","structural parameters [10]. This method uses st atistics to establish, for a drug compound, a 
Figure 1. Chemical structural description of Sitaxentan and Sulﬁsoxazole. ( a) The 166-bit molecular
access system (MACCS) molecular ﬁngerprints, where the different values are indicated in yellow;
(b) The undirected graphs with atoms as nodes and bonds as edges; ( c) The molecular structures of
Sitaxentan and Sulﬁsoxazole, where the cyan regions are their common molecular fragment identiﬁed
by CNN training; ( d) Other chemical properties.
To reduce the expenses and uncertainties inherent of animal experiments, it is crucial to
perform high-throughput computer toxicity predictions. One dominant and most developed toxicity
prediction method is Quantitative Structure-Activity Relationships (QSAR) based on chemical structural
parameters [ 10]. This method uses statistics to establish, for a drug compound, a quantitative relationship","The text discusses a method for predicting the toxicity of drug compounds using Quantitative Structure-Activity Relationships (QSAR), which relies on chemical structural parameters. This approach employs statistics to establish a quantitative relationship for a drug compound. The text also references a figure that includes: (a) the 166-bit MACCS molecular fingerprints with highlighted values, (b) undirected graphs representing atoms as nodes and bonds as edges, (c) the molecular structures of Sitaxentan and Sulfisoxazole with common molecular fragments identified by CNN training, and (d) other chemical properties. The goal of using such computational methods is to reduce the costs and uncertainties associated with animal experiments.","REFERENCE:(Yunyi Wu, Guanyu Wang,2018,Machine Learning Based Toxicity Prediction: From Chemical Structural Description to Transcriptome Analysis)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. However, since you haven't provided the original label, I'll give you a general example of how this process would work:

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the specific label you have, I can help you rewrite it accordingly.","InTable S2 , each toxicity endpoint is further subdivided based
on the nature of the experimental data available, into categor-ical or continuous target variables, which are associated with
classification or regression problems, respectively. In total, these
endpoints consist of 43,236 unique compounds represented asSMILES strings, after filtering valid molecules using the RDkit
cheminformatics toolkit [
32].
Before splitting each toxicity endpoint into training and
blind test sets, we performed an analysis of the molecular
(sub)structures of each classification endpoint to verify the
reliability of using structural clustering information on splitting.Nevertheless, clustering molecules using the Butina clustering
algorithm [
33] by Tanimoto similarity [ 34] on Morgan fingerprints
[35] revealed that even structurally very similar molecules could
have opposing toxicity effects (see Table S3 and SupplementaryMaterial and Methods), showing that clustering is not always","The text describes the process of categorizing toxicity endpoints into categorical or continuous target variables, corresponding to classification or regression problems, respectively. A total of 43,236 unique compounds, represented as SMILES strings, were filtered using the RDkit cheminformatics toolkit. Prior to dividing each toxicity endpoint into training and test sets, an analysis of molecular (sub)structures was conducted to assess the reliability of using structural clustering information for data splitting. However, clustering molecules using the Butina algorithm based on Tanimoto similarity of Morgan fingerprints indicated that structurally similar molecules could exhibit different toxicity effects, suggesting that clustering is not always reliable for this purpose.","REFERENCE:(Alex G. C. de Sá, Yangyang Long, Stephanie Portelli, Douglas E. V. Pires, David B. Ascher,2022,toxCSM: comprehensive prediction of small molecule toxicity profiles)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. However, since you haven't provided the original label, I'll give you a general example of how this process would work:

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the specific label you have, I can help you rewrite it accordingly.","the purpose of this study. By labeling the metabolites we pretendto analyze whether the reason for the small model performanceimprovement is due to poor quality of the predicted probabilitiesof toxicity of the metabolites. Hence, predicting the toxicity labelof the metabolites would su ﬀer from the same limitation. We
acknowledge that any manual or automatic metabolite labeling
approach is a limitation of this study. The only way to overcomethis limitation is the use of a large dataset of metabolites withmeasured toxicities. However, to our best knowledge no suchdataset is in existence in the public domain.
With the hybrid-approach we aim to obtain the best
predictions for each compound by predicting the probability ofthe parent compound to be toxic with the baseline model, and
the probability to be toxic of the individual metabolites with the","The study aims to investigate whether the limited improvement in model performance is due to the poor quality of predicted toxicity probabilities of metabolites. The researchers acknowledge that both manual and automatic metabolite labeling approaches are limitations of the study. They suggest that overcoming this limitation would require a large dataset of metabolites with measured toxicities, which is currently unavailable in the public domain. The study employs a hybrid approach to achieve optimal predictions by assessing the toxicity probability of the parent compound using a baseline model and evaluating the toxicity probability of individual metabolites.","REFERENCE:(Marina Garcia de Lomana, Fredrik Svensson, Andrea Volkamer, Miriam Mathea, Johannes Kirchmair,2022,Consideration of predicted small-molecule metabolites in computational toxicology)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. However, since you haven't provided the original label, I'll give you a general example of how this process would work:

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the specific label you have, I can help you rewrite it accordingly.","dings encoding for the relationships among the chemicals. We used this framework for establishing concordance 
across in vitro, in vivo, and clinical datasets. Notably, in response to the adoption of the 3 Rs (Replacement, 
Reduction, and Refinement of animal testing) in global  legislation41,42, we assessed the need for animal data in 
making clinical toxicity predictions. To provide more comprehensive molecular explanations of toxicity predic -
tions, we adopted the Contrastive Explanations Method (CEM) explainability  model43 which explains “black-box” 
DNN predictions by revealing pertinent positive (PP) and pertinent negative (PN) features as chemical structures 
correlating to a given prediction. Specifically, we explained single-task toxicity predictions in vitro, in vivo, and 
clinically. The PPs represent the minimum required substructures for classification of a molecule (toxicophores","The study utilized a framework to establish concordance across in vitro, in vivo, and clinical datasets, particularly in the context of the 3 Rs (Replacement, Reduction, and Refinement) in animal testing legislation. The research assessed the necessity of animal data for clinical toxicity predictions. To enhance the molecular understanding of these predictions, the Contrastive Explanations Method (CEM) was employed. This method elucidates ""black-box"" deep neural network predictions by identifying pertinent positive (PP) and pertinent negative (PN) features, which are chemical structures associated with a given prediction. The study specifically explained single-task toxicity predictions across different testing environments, with PPs indicating the essential substructures required for classifying a molecule as toxic.","REFERENCE:(Bhanushee Sharma, Vijil Chenthamarakshan, Amit Dhurandhar, Shiranee Pereira, James A. Hendler, Jonathan S. Dordick, Payel Das,2023,Accurate clinical toxicity prediction using multi‑task deep neural nets and contrastive molecular explanations)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. However, since you haven't provided the original label, I'll give you a general example of how this process would work:

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the specific label you have, I can help you rewrite it accordingly.","the data containing the chemical description of the compounds
(Section2.3.1),(2)creatingchemicaldescriptorsasinputf eatures
for the models (Section 2.3.2), (3) model selection includin g
featureselectionifrequiredbythemodelclass(Section2.3 .3),(4)
evaluatingthequalityofmodelsinordertochoosethebestone s
(Section2.3.4),and(5)combiningmodelstoensemblepredic tors
(Section2.3.5).Theindividualstepsofthepipelinearevisua lized
asboxesin Figure6.
2.3.1. Data Cleaning and Quality Control
In the ﬁrst step, DeepTox improves the quality of the training
data. We had observed that the chemical substances in questi on
are often mixtures of distinct chemical structures that are
not connected by covalent bonds. Therefore, we introduced
FIGURE 6 | DeepTox pipeline for toxicity prediction.
Frontiers in Environmental Science | www.frontiersin.org 7 February 2016 | Volume 3 | Article 80","The text outlines a pipeline for toxicity prediction using a method called DeepTox. The process involves several key steps: (1) data cleaning and quality control to improve the training data, particularly addressing issues with chemical substances that are mixtures of distinct structures not connected by covalent bonds; (2) creating chemical descriptors to serve as input features for models; (3) selecting appropriate models and performing feature selection if necessary; (4) evaluating model quality to identify the best-performing models; and (5) combining models to form ensemble predictors. These steps are visually represented as boxes in Figure 6 of the referenced article.","REFERENCE:(Andreas Mayr, Günter Klambauer, Thomas Unterthiner, Sepp Hochreiter,2016,DeepTox: Toxicity Prediction using Deep Learning)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. However, since you haven't provided the original label, I'll give you a general example of how this process would work:

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the specific label you have, I can help you rewrite it accordingly.","12
Vol:.(1234567890) Scientific Reports  |         (2023) 13:4908  | https://doi.org/10.1038/s41598-023-31169-8
www.nature.com/scientificreports/chemicals in  PubChem66 and 35 million chemicals in  ZINC1267. The trained translation model was then applied 
to the chemicals present in the in vitro, in vivo, and clinical datasets to obtain their embeddings.
Datasets: in  vitro, in  vivo, clinical. The single-task and multi-task models predict binary classes, whether a 
chemical is toxic or not, for each of the in vitro, in vivo, and clinical platforms. Twelve binary classes were defined 
for the in vitro platform, collected from the Tox21 challenge, a subset of the broader “Toxicology in the 21st 
Century” initiative that experimentally tests in vitro the ability of a large number of chemicals to disrupt bio-
logical pathways through high-throughput screening (HTS)  techniques17–19. In particular, twelve in vitro assay","The article discusses the application of a trained translation model to chemical datasets from in vitro, in vivo, and clinical studies to obtain chemical embeddings. The study involves predicting the toxicity of chemicals using single-task and multi-task models, which classify chemicals as toxic or non-toxic across these platforms. Specifically, for the in vitro platform, twelve binary classes were defined based on data from the Tox21 challenge, part of the ""Toxicology in the 21st Century"" initiative. This initiative uses high-throughput screening techniques to experimentally assess the potential of numerous chemicals to disrupt biological pathways.","REFERENCE:(Bhanushee Sharma, Vijil Chenthamarakshan, Amit Dhurandhar, Shiranee Pereira, James A. Hendler, Jonathan S. Dordick, Payel Das,2023,Accurate clinical toxicity prediction using multi‑task deep neural nets and contrastive molecular explanations)"
