feature,original,summary,reference
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃), among others. However, since the integer has no meaning and is to be removed, we focus on the heteroatom and the general structure.

Assuming the label you provided is something like ""SO₄"", ""PO₄"", or ""NO₃"", removing the integer would leave us with ""SO"", ""PO"", or ""NO"". These are not complete or accurate representations of the compounds, but they indicate the presence of sulfur, phosphorus, or nitrogen bonded to oxygen.

To rewrite this in a human interpretable manner, we can describe it as:

- ""Sulfur bonded to oxygen"" for ""SO""
- ""Phosphorus bonded to oxygen"" for ""PO""
- ""Nitrogen bonded to oxygen"" for ""NO""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","8
Vol:.(1234567890) Scientific Reports  |         (2023) 13:4908  | https://doi.org/10.1038/s41598-023-31169-8
www.nature.com/scientificreports/most common was just a carbon fragment, perhaps due to the abundance of this substructure in the Morgan 
fingerprints. Substructures with oxygen were also common, either as a carbonyl (Tox21 and RTECS), ketone 
(Tox21), or as an ether (RTECS). Different portions of aromatic rings were identified multiple times, within an 
aryl ring (Tox21 and RTECS), or within a benzyl group (Tox21 and RTECS). Finally, N was obtained for both 
Tox21 and RTECS. Thus, the presence of nucleophilic N, O, and aryl containing substructures was commonly 
identified as explanations for in vitro and in vivo predictions of toxicity.
Explanations of “toxic” predictions obtained from the absence of PN substructures from molecules predicted 
to be toxic, most commonly contained carbon fragments and substructures with N and O for both Tox21 and","The study analyzed the common substructures associated with toxicity predictions in chemical compounds using Morgan fingerprints. Carbon fragments were the most frequently observed substructures, likely due to their prevalence in the fingerprints. Oxygen-containing substructures, such as carbonyls, ketones, and ethers, were also common. Aromatic rings, including aryl and benzyl groups, were identified multiple times. Nitrogen-containing substructures were noted for both Tox21 and RTECS datasets. The presence of nucleophilic nitrogen, oxygen, and aryl substructures was linked to in vitro and in vivo toxicity predictions. Additionally, the absence of phosphorus-nitrogen (PN) substructures in molecules predicted to be toxic often included carbon fragments and substructures with nitrogen and oxygen.","REFERENCE:(Bhanushee Sharma, Vijil Chenthamarakshan, Amit Dhurandhar, Shiranee Pereira, James A. Hendler, Jonathan S. Dordick, Payel Das,2023,Accurate clinical toxicity prediction using multi‑task deep neural nets and contrastive molecular explanations)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃), among others. However, since the integer has no meaning and is to be removed, we focus on the heteroatom and the general structure.

Assuming the label you provided is something like ""SO₄"", ""PO₄"", or ""NO₃"", removing the integer would leave us with ""SO"", ""PO"", or ""NO"". These are not complete or accurate representations of the compounds, but they indicate the presence of sulfur, phosphorus, or nitrogen bonded to oxygen.

To rewrite this in a human interpretable manner, we can describe it as:

- ""Sulfur bonded to oxygen"" for ""SO""
- ""Phosphorus bonded to oxygen"" for ""PO""
- ""Nitrogen bonded to oxygen"" for ""NO""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","N
HO
H3C
HNO
N
HHO
NO
N
HOO2NO
N
H[O]
NO
N
HSHO
G
HNO
N
HS
GONAT2
HNO
N
HO S
HOOO
HNO
N
HHNO
N
HO
H3CODapsone Procainamide Sulfamethoxazole
Procainamide
P4502D6
GSH
Protein Modification1
28
765
3 4
Nitrenium ionGSH = Glutathione","The text appears to be a list of chemical structures, compounds, and terms related to drug metabolism and protein modification. It mentions compounds such as Dapsone, Procainamide, and Sulfamethoxazole, and references the enzyme P4502D6, which is involved in drug metabolism. The text also includes terms like ""Nitrenium ion"" and ""GSH,"" which stands for Glutathione, a molecule involved in detoxification processes. The context suggests a focus on the biochemical interactions and modifications involving these compounds and enzymes.","REFERENCE:(Amit S. Kalgutkar, Iain Gardner, R. Scott Obach, Christopher L. Shaffer, Ernesto Callegari, Kirk R. Henne, Abdul E. Mutlib, Deepak K. Dalvie, Jae S. Lee, Yasuhiro Nakai, John P. O'Donnell, Jason Boer, Shawn P. Harriman,2005,A Comprehensive Listing of Bioactivation Pathways of Organic Functional Groups)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃), among others. However, since the integer has no meaning and is to be removed, we focus on the heteroatom and the general structure.

Assuming the label you provided is something like ""SO₄"", ""PO₄"", or ""NO₃"", removing the integer would leave us with ""SO"", ""PO"", or ""NO"". These are not complete or accurate representations of the compounds, but they indicate the presence of sulfur, phosphorus, or nitrogen bonded to oxygen.

To rewrite this in a human interpretable manner, we can describe it as:

- ""Sulfur bonded to oxygen"" for ""SO""
- ""Phosphorus bonded to oxygen"" for ""PO""
- ""Nitrogen bonded to oxygen"" for ""NO""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","As one can see (Fig. 4), it is nearly unavoidable to have at
least one bond aligned with the p-type oxygen lone pair. In the
following sections, we will show that this bond is often the
locus of chemical reactivity. Complexity of anomeric inter-actions increases with an increasing number of oxygenatoms. The constructive interplay of several eﬀects can leadto interesting reactivity consequences. In order to lay thefoundation for the more complex cases, we will start with thesimplest members of this functional group family – alcoholsand ethers.
Functional groups with one oxygen
In the classic anomeric systems ( e.g., acetals), the oxygen
lone pairs interact with relatively strong s-acceptors, i.e.,
the C–X bonds to electronegative heteroatoms. Conse-quences of such strong anomeric interactions are quiteobvious and have been well-recognized.
1,28,29However, even
in the absence of additional heteroatoms, a single oxygenatom of an ether or an alcohol can influence structure and","The text discusses the alignment of bonds with the p-type oxygen lone pair, which often serves as a site for chemical reactivity. The complexity of anomeric interactions increases with more oxygen atoms, leading to significant reactivity outcomes. The article begins by examining simpler functional groups, such as alcohols and ethers, to establish a foundation for understanding more complex systems. In classic anomeric systems like acetals, oxygen lone pairs interact with strong sigma-acceptors, such as C–X bonds to electronegative heteroatoms, resulting in well-recognized consequences. Even without additional heteroatoms, a single oxygen atom in ethers or alcohols can still influence molecular structure.","REFERENCE:(Igor V. Alabugin, Leah Kuhn, Michael G. Medvedev, Nikolai V. Krivoshchapov, Vera A. Vil’, Ivan A. Yaremenko, Patricia Mehaffy, Meysam Yarie, Alexander O. Terent’ev, Mohammad Ali Zolfigol,2021,Stereoelectronic power of oxygen in control of chemical reactivity: the anomeric effect is not alone)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃), among others. However, since the integer has no meaning and is to be removed, we focus on the heteroatom and the general structure.

Assuming the label you provided is something like ""SO₄"", ""PO₄"", or ""NO₃"", removing the integer would leave us with ""SO"", ""PO"", or ""NO"". These are not complete or accurate representations of the compounds, but they indicate the presence of sulfur, phosphorus, or nitrogen bonded to oxygen.

To rewrite this in a human interpretable manner, we can describe it as:

- ""Sulfur bonded to oxygen"" for ""SO""
- ""Phosphorus bonded to oxygen"" for ""PO""
- ""Nitrogen bonded to oxygen"" for ""NO""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","429,430
5. S−S, S−O, AND S −N BOND-FORMING ENZYMES
Whereas sulfur is an essential and ubiquitous component of
proteins in the form of cysteine and methionine, sulfur-heteroatom (S −X) bond containing natural products are
relatively scarce. A range of natural products with S −X bond
containing functional groups have been isolated from a varietyof sources, including plants, fungi, bacteria, and animals.
535
Although these natural products possess diverse carbon
scaﬀolds, their biological activities are often strongly associated
with the speci ﬁc chemical properties of the sulfur-containing
moieties. The biosynthetic logic for construction of S −X bonds
varies depending upon the speci ﬁc linkage, and the enzymes
involved in these transformations employ several di ﬀerent
cofactors to carry out this transformation. Here, we will discussthe biosynthesis of four sulfur-containing functional groups:disulﬁde-, sulfoxide-, sulfone-, and sulfate-containing natural","The text discusses the formation of sulfur-heteroatom (S−X) bonds in natural products, which are less common compared to sulfur's presence in proteins as cysteine and methionine. These S−X bond-containing compounds are found in various organisms, including plants, fungi, bacteria, and animals, and exhibit diverse carbon structures. Their biological activities are closely linked to the unique chemical properties of the sulfur-containing groups. The biosynthesis of these bonds involves different enzymes and cofactors, with specific methods depending on the type of linkage. The text specifically mentions the biosynthesis of four sulfur-containing functional groups: disulfide, sulfoxide, sulfone, and sulfate.","REFERENCE:(Abraham J. Waldman, Tai L. Ng, Peng Wang, Emily P. Balskus,2017,Heteroatom −Heteroatom Bond Formation in Natural Product Biosynthesis)"
"To rewrite the label in a human interpretable manner, we need to identify the heteroatom bonded to three oxygen atoms. Common examples of such structures include sulfate (SO₄), phosphate (PO₄), and nitrate (NO₃), among others. However, since the integer has no meaning and is to be removed, we focus on the heteroatom and the general structure.

Assuming the label you provided is something like ""SO₄"", ""PO₄"", or ""NO₃"", removing the integer would leave us with ""SO"", ""PO"", or ""NO"". These are not complete or accurate representations of the compounds, but they indicate the presence of sulfur, phosphorus, or nitrogen bonded to oxygen.

To rewrite this in a human interpretable manner, we can describe it as:

- ""Sulfur bonded to oxygen"" for ""SO""
- ""Phosphorus bonded to oxygen"" for ""PO""
- ""Nitrogen bonded to oxygen"" for ""NO""

If you have a specific label in mind, please provide it, and I can give a more precise interpretation.","ing both molecule structure and chemistry can be extracted. Anintuitive graph representation of a compound can be achieved
by representing atoms as nodes and their covalent bonds as
edges. This simple representation can be decorated with labelsdenoting, for instance, physicochemical properties of atom and
bonds, from which structural patterns could be prospected.
Substructure matching, implemented for instance as atoxicophore search,
37frequent subgraph mining,38and graph
kernels,39are examples of approaches for extracting patterns
from these graphs. Together with experimental data onparticular properties of interest (e.g., ADMET properties),
these descriptors can then be used as evidence to train highly
accurate predictive models via machine learning methods. Sucha predictive capability may be an essential computational tool
for property optimization and to guide screening initiatives.
An alternative way of extracting relevant patterns from","The text discusses the use of graph representations to analyze molecular structures and chemistry. Atoms are represented as nodes and covalent bonds as edges, with additional labels indicating physicochemical properties. This representation allows for the identification of structural patterns through methods such as substructure matching, frequent subgraph mining, and graph kernels. These patterns, combined with experimental data on specific properties like ADMET, can be used to train predictive models using machine learning. Such models are valuable for property optimization and guiding screening efforts.","REFERENCE:(Douglas E. V. Pires, Tom L. Blundell, David B. Ascher,2015,pkCSM: Predicting Small-Molecule Pharmacokinetic and Toxicity Properties Using Graph-Based Signatures)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. Since the original label is not provided, I'll demonstrate the process with a hypothetical example.

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the original label, I can assist you further with that specific example.","InTable S2 , each toxicity endpoint is further subdivided based
on the nature of the experimental data available, into categor-ical or continuous target variables, which are associated with
classification or regression problems, respectively. In total, these
endpoints consist of 43,236 unique compounds represented asSMILES strings, after filtering valid molecules using the RDkit
cheminformatics toolkit [
32].
Before splitting each toxicity endpoint into training and
blind test sets, we performed an analysis of the molecular
(sub)structures of each classification endpoint to verify the
reliability of using structural clustering information on splitting.Nevertheless, clustering molecules using the Butina clustering
algorithm [
33] by Tanimoto similarity [ 34] on Morgan fingerprints
[35] revealed that even structurally very similar molecules could
have opposing toxicity effects (see Table S3 and SupplementaryMaterial and Methods), showing that clustering is not always","The text describes the process of categorizing toxicity endpoints into categorical or continuous target variables, corresponding to classification or regression problems, respectively. A total of 43,236 unique compounds, represented as SMILES strings, were filtered using the RDkit cheminformatics toolkit. Prior to dividing each toxicity endpoint into training and test sets, an analysis of molecular (sub)structures was conducted to assess the reliability of using structural clustering information for data splitting. However, clustering molecules using the Butina algorithm based on Tanimoto similarity and Morgan fingerprints indicated that structurally similar molecules could exhibit different toxicity effects, suggesting that clustering is not always reliable for this purpose.","REFERENCE:(Alex G. C. de Sá, Yangyang Long, Stephanie Portelli, Douglas E. V. Pires, David B. Ascher,2022,toxCSM: comprehensive prediction of small molecule toxicity profiles)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. Since the original label is not provided, I'll demonstrate the process with a hypothetical example.

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the original label, I can assist you further with that specific example.","the purpose of this study. By labeling the metabolites we pretendto analyze whether the reason for the small model performanceimprovement is due to poor quality of the predicted probabilitiesof toxicity of the metabolites. Hence, predicting the toxicity labelof the metabolites would su ﬀer from the same limitation. We
acknowledge that any manual or automatic metabolite labeling
approach is a limitation of this study. The only way to overcomethis limitation is the use of a large dataset of metabolites withmeasured toxicities. However, to our best knowledge no suchdataset is in existence in the public domain.
With the hybrid-approach we aim to obtain the best
predictions for each compound by predicting the probability ofthe parent compound to be toxic with the baseline model, and
the probability to be toxic of the individual metabolites with the","The study aims to investigate whether the limited improvement in model performance is due to the poor quality of predicted toxicity probabilities of metabolites. The researchers acknowledge that both manual and automatic metabolite labeling approaches are limitations of the study. They suggest that overcoming this limitation would require a large dataset of metabolites with measured toxicities, which is currently unavailable in the public domain. The study employs a hybrid approach to achieve optimal predictions by assessing the toxicity probability of the parent compound using a baseline model and evaluating the toxicity probability of individual metabolites.","REFERENCE:(Marina Garcia de Lomana, Fredrik Svensson, Andrea Volkamer, Miriam Mathea, Johannes Kirchmair,2022,Consideration of predicted small-molecule metabolites in computational toxicology)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. Since the original label is not provided, I'll demonstrate the process with a hypothetical example.

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the original label, I can assist you further with that specific example.","dings encoding for the relationships among the chemicals. We used this framework for establishing concordance 
across in vitro, in vivo, and clinical datasets. Notably, in response to the adoption of the 3 Rs (Replacement, 
Reduction, and Refinement of animal testing) in global  legislation41,42, we assessed the need for animal data in 
making clinical toxicity predictions. To provide more comprehensive molecular explanations of toxicity predic -
tions, we adopted the Contrastive Explanations Method (CEM) explainability  model43 which explains “black-box” 
DNN predictions by revealing pertinent positive (PP) and pertinent negative (PN) features as chemical structures 
correlating to a given prediction. Specifically, we explained single-task toxicity predictions in vitro, in vivo, and 
clinically. The PPs represent the minimum required substructures for classification of a molecule (toxicophores","The study utilized a framework to establish concordance across in vitro, in vivo, and clinical datasets, particularly in the context of the 3 Rs (Replacement, Reduction, and Refinement) in animal testing legislation. The research assessed the necessity of animal data for clinical toxicity predictions. To enhance the molecular understanding of these predictions, the Contrastive Explanations Method (CEM) was employed. This method elucidates ""black-box"" deep neural network predictions by identifying pertinent positive (PP) and pertinent negative (PN) features, which are chemical structures associated with a given prediction. The study specifically explained single-task toxicity predictions across different testing environments, with PPs indicating the essential substructures required for classifying a molecule as toxic.","REFERENCE:(Bhanushee Sharma, Vijil Chenthamarakshan, Amit Dhurandhar, Shiranee Pereira, James A. Hendler, Jonathan S. Dordick, Payel Das,2023,Accurate clinical toxicity prediction using multi‑task deep neural nets and contrastive molecular explanations)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. Since the original label is not provided, I'll demonstrate the process with a hypothetical example.

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the original label, I can assist you further with that specific example.","the data containing the chemical description of the compounds
(Section2.3.1),(2)creatingchemicaldescriptorsasinputf eatures
for the models (Section 2.3.2), (3) model selection includin g
featureselectionifrequiredbythemodelclass(Section2.3 .3),(4)
evaluatingthequalityofmodelsinordertochoosethebestone s
(Section2.3.4),and(5)combiningmodelstoensemblepredic tors
(Section2.3.5).Theindividualstepsofthepipelinearevisua lized
asboxesin Figure6.
2.3.1. Data Cleaning and Quality Control
In the ﬁrst step, DeepTox improves the quality of the training
data. We had observed that the chemical substances in questi on
are often mixtures of distinct chemical structures that are
not connected by covalent bonds. Therefore, we introduced
FIGURE 6 | DeepTox pipeline for toxicity prediction.
Frontiers in Environmental Science | www.frontiersin.org 7 February 2016 | Volume 3 | Article 80","The text outlines a pipeline for toxicity prediction using the DeepTox model. The process involves several key steps: (1) data cleaning and quality control to improve the training data, particularly addressing issues with chemical substances that are mixtures of distinct structures not connected by covalent bonds; (2) creating chemical descriptors as input features for the models; (3) model selection, including feature selection if required by the model class; (4) evaluating the quality of models to choose the best ones; and (5) combining models to form ensemble predictors. These steps are visualized in Figure 6 of the referenced article.","REFERENCE:(Andreas Mayr, Günter Klambauer, Thomas Unterthiner, Sepp Hochreiter,2016,DeepTox: Toxicity Prediction using Deep Learning)"
"To create a new label in a human interpretable manner, we need to remove any integers from the original label and then rewrite it. Since the original label is not provided, I'll demonstrate the process with a hypothetical example.

Original label: ""Tertiary Amine 123""

1. Remove the integers: ""Tertiary Amine""
2. Rewrite in a human interpretable manner: ""Contains a tertiary amine""

If you provide the original label, I can assist you further with that specific example.","Food Chem Toxicol
. 2017; 107:150–66.
97. Webel HE, Kimber TB, Radetzki S, Neuenschwander M, Nazaré M, Volkamer A. Revealing cytotoxic substructures in molecules using
deep learning. J Comput Aid Mol Des . 2020; 34(7):731 –46.
98. Gao M, Igata H, Takeuchi A, Sato K, Ikegaya Y. Machine learning-based prediction of adverse drug effects: an example of seizure-
inducing compounds. J Pharmacol Sci . 2017; 133(2):70 –8.
99. Antanasijevi /C19c D, Antanasijevi /C19c J, Tri šovi/C19cN ,U š/C19cumli /C19c G, Pocajt V. From classification to regression multitasking QSAR modeling using
a novel modular neural network: simultaneous prediction of anticonvulsant activity and neurotoxicity of succinimides. Mol Pharm .
2017; 14(12):4476 –84.
100. Zheng S, Xiong J, Wang Y, Liang G, Xu Y, Lin F. Quantitative prediction of hemolytic toxicity for small molecules and their potential
hemolytic fragments by machine learning and recursive fragmentation methods. J Chem Inf Model . 2020; 60(6):3231 –45.","The provided text is a list of references from scientific journal articles related to the application of machine learning in predicting various toxicological and pharmacological properties of chemical compounds. The references include studies on:

1. The use of deep learning to identify cytotoxic substructures in molecules (Webel et al., 2020).
2. Machine learning-based prediction of adverse drug effects, specifically focusing on seizure-inducing compounds (Gao et al., 2017).
3. A novel modular neural network approach for multitasking QSAR modeling to predict both anticonvulsant activity and neurotoxicity of succinimides (Antanasijević et al., 2017).
4. Quantitative prediction of hemolytic toxicity in small molecules and their fragments using machine learning and recursive fragmentation methods (Zheng et al., 2020).","REFERENCE:(Efrén Pérez Santín, Raquel Rodríguez Solana, Mariano González García, María Del Mar García Suárez, Gerardo David Blanco Díaz, María Dolores Cima Cabal, José Manuel Moreno Rojas, José Ignacio López Sánchez,2021,Toxicity prediction based on artificial intelligence: A multidisciplinary overview)"
