feature,original,summary,reference
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","speciﬁc applications.
1.3. Nomenclature
Probably because of the relatively short trajectory of this
family of materials, and the fact that there is not a generallyaccepted deﬁnition, there is not a standardized nomenclaturefor MOFs (such as that used for zeolites).
28This lack of
rationalization, together with the exponential growth of thenumber of new structures described each year, contributesto create a certain state of confusion that can puzzle thenonspecialized scientists.
Some researchers tend to use a descriptive name for the
materials prepared in their laboratories, consisting in mostcases of an acronym followed by a number, which roughlyrepresents their chronologic order of preparation. Theacronym can be indicative of (i) the type of components ofthe material, like in the series MOF-n
29(metal organic
framework), COF-n30(covalent organic framework), RPF-
n31(rare-earth polymeric framework), or MPF-n32(metal","The text discusses the challenges in the nomenclature of metal-organic frameworks (MOFs) due to the lack of a standardized naming system. This absence of a universally accepted definition and the rapid increase in the number of new structures each year contribute to confusion, particularly for non-specialists. Researchers often use descriptive names for materials developed in their labs, typically consisting of an acronym followed by a number that indicates the chronological order of preparation. These acronyms may reflect the type of components in the material, such as MOF-n for metal-organic frameworks, COF-n for covalent organic frameworks, RPF-n for rare-earth polymeric frameworks, and MPF-n for metal polymeric frameworks.","REFERENCE:(A. Corma, H. García, F. X. Llabrés i Xamena,2010,Engineering Metal Organic Frameworks for Heterogeneous Catalysis)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","to the fraction of open-metal sites estimated from H2O
adsorption isotherms ( Figure 8 ) show quantitative agreement
between values obtained using the two methods ( Figure 8 ),
suggesting that the method proposed here can be used to
estimate open-metal site density regardless of metal and anion
identity. We believe that the broad applicability of the methods
presented here may re ﬂect the fundamental, universal nature of
irreversible room temperature water chemisorption onto
coordinatively unsaturated metal sites which we propose
can be exploited in the accurate estimation of open-metal site
densities in MOF materials.■CONCLUSIONS
A new method for counting open-metal sites in MOF materials
is presented here. The method uses the fraction of wateradsorbed irreversibly at room temperature as a proxy for open-metal site density. Comparison with IR spectroscopy dataelucidating dehydration and dehydroxylation events on thehydroxyl-version of MIL-100(Cr) con ﬁrms site counts","The text discusses a new method for estimating the density of open-metal sites in metal-organic framework (MOF) materials. This method utilizes the fraction of water that adsorbs irreversibly at room temperature as an indicator of open-metal site density. The results obtained from this method show quantitative agreement with those from H2O adsorption isotherms, suggesting its broad applicability across different metals and anions. The method's validity is further supported by comparison with infrared spectroscopy data, which confirms site counts through dehydration and dehydroxylation events in the hydroxyl-version of MIL-100(Cr). This approach leverages the universal nature of irreversible water chemisorption onto coordinatively unsaturated metal sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","curring theme in MOF research is the presence of labile li-
gands in the metal's first coordination sphere that canReaction Chemistry & Engineering ReviewPublished on 05 December 2018. Downloaded by ECOLE POLYTECHNIC FED DE LAUSANNE on 9/24/2024 7:02:51 AM. View Article Online","The text discusses a recurring theme in metal-organic framework (MOF) research, which is the presence of labile ligands in the metal's first coordination sphere.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2019,Structure, characterization, and catalytic properties of open-metal sites in metal organic frameworks)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","218 |React. Chem. Eng. , 2019, 4,2 0 7 –222 This journal is © The Royal Society of Chemistry 2019typically be eliminated using relatively simple thermal treat-
ment protocols to create open-metal sites. The precise role of
these open-metal sites in effectuating catalytic turnovers is
just beginning to be understood. MIL-100/101, Cu-BTC, and
UiO-66 are examples of MOFs endowed with nodes that are
carboxo-bridged metal clusters with labile ligands that can be
eliminated to create open-metal sites. In this review we dis-
cuss structure –catalytic property relationships for these three
prototypical MOFs to identify key open questions in the liter-
ature pertaining to Lewis acid catalysis over MOF materials.
Arguably, the most significant knowledge gap in this respect
is the almost complete lack of atomic structure –catalytic
function relationships. Specifically, the prevalence and role
of mixed-valence nodes in MIL-100/101 catalysis is still un-","The journal article discusses the role of open-metal sites in metal-organic frameworks (MOFs) and their impact on catalytic turnovers. It highlights that MOFs such as MIL-100/101, Cu-BTC, and UiO-66 have carboxo-bridged metal clusters with labile ligands that can be removed to create these open-metal sites. The review focuses on understanding the structure-catalytic property relationships of these MOFs, particularly in the context of Lewis acid catalysis. A significant knowledge gap identified is the lack of understanding of the atomic structure-catalytic function relationships, especially concerning the prevalence and role of mixed-valence nodes in MIL-100/101 catalysis.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2019,Structure, characterization, and catalytic properties of open-metal sites in metal organic frameworks)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","very few free carboxyl groups, hence, much less structuredefects than sample S1. For the availability of OMS, theymeasured the amount of water desorbed from a known massTable 1 ( continued )
Ligand
Selected MOF NJU-Bai33 [Co 3(L)(bdc) 2.5(OAc)] M-btt
M with OMS Mn2+Co2+Cr2+,M n2+,F e2+,C o2+,C u2+,C d2+
SBU
aThe coordinated solvent molecules on the metal nodes, present in the X-ray structure, and the ligand hydrogen atoms are not shown for clarity. Atom col or scheme: C grey; O red; N dark-blue;
metal atoms pale blue; Cl, F, OH purple. Crystal structure information for the respective compounds was taken from the Cambridge crystallographic da ta center (CCDC). For a deciphering of the
used acronyms such as HKUST, MIL, UiO, NJU, etc.See abbreviations at the end of this review.*For [M 2(m-dobdc)] and [M 2(olz)], the SBU of M-MOF-74 is representatively shown, since both
compounds are isostructural.**L = 4,5-bis[4(4-pyridyl)phenyl]1-ethyl-1 H-imidazole.","The text discusses the structural characteristics and metal-organic frameworks (MOFs) of certain compounds. It mentions that a sample has very few free carboxyl groups, resulting in fewer structural defects compared to another sample (S1). The availability of open metal sites (OMS) was assessed by measuring the amount of water desorbed from a known mass. The text also provides information on selected MOFs, specifically NJU-Bai33, with a general formula involving cobalt and other metals like Mn, Co, Cr, Fe, Cu, and Cd. The coordinated solvent molecules and ligand hydrogen atoms are omitted for clarity in the X-ray structure. The text references the Cambridge Crystallographic Data Center (CCDC) for crystal structure information and notes that certain acronyms like HKUST, MIL, UiO, and NJU are explained at the end of the review. Additionally, it mentions that the secondary building unit (SBU) of M-MOF-74 is representatively shown for isostructural compounds.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
"The original label is ""density_of_solid_0"". By removing the integer, we get ""density_of_solid"". A more human-interpretable version of this label could be ""Density of Solid Material"".","adsorbed reversibly) can serve as a marker for MOF open-
metal site density. We report here, using MIL-100 as aprototype, a tool for the measurement of OMS densities thatcircumvents the need for toxic reagents, subambient temper-atures, and high pressures, while also eliminating the need forincorporating considerations relating to unselective adsorption.The methodology presented is analogous to di ﬀerence
isotherms from CO and H
2chemisorption measurements
used routinely in the heterogeneous catalysis literature todetermine metal dispersion in supported metal catalysts, but
diﬀers in the exclusive use of ambient temperatures and benign
reagents as part of the experimental protocol.47−51Given the
near-universal presence of water as a labile ligand in the ﬁrst
coordination sphere of MOF open-metal sites, we envision thatthe protocols presented here could represent an approach tocounting sites that is broadly applicable within the ﬁeld of","The text describes a methodology for measuring the density of open-metal sites (OMS) in metal-organic frameworks (MOFs), using MIL-100 as a prototype. This approach avoids the use of toxic reagents, subambient temperatures, and high pressures, and does not require considerations of unselective adsorption. The method is similar to difference isotherms used in CO and H₂ chemisorption for determining metal dispersion in supported metal catalysts but is distinct in its use of ambient temperatures and benign reagents. The presence of water as a labile ligand in the first coordination sphere of MOF open-metal sites suggests that this protocol could be widely applicable in the field.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
"The original label is ""density_of_solid_0"". By removing the integer, we get ""density_of_solid"". A more human-interpretable version of this label could be ""Density of Solid Material"".","MOFs will have the same stoichiometry of elements, but theirdensities will be di ﬀerent by a factor of two. Since the density is a
continuous variable, we must ﬁnd a threshold tolerance for the
property. If the tolerance is too narrow, then the same MOF willbe incorrectly classi ﬁed as distinct, and if the tolerance is too
large, then we will not be able to achieve enough resolution todiﬀerentiate MOFs. To establish a reasonable density threshold,
ﬁve common MOFs (HKUST-1, IRMOF-1, MIL-47, MIL-53,
and UiO-66) were grouped together with the molecular formulaand density ﬁlters. Total counts of true duplicates were assigned
based on the molecular formula ﬁlter, and the results were
manually checked. Details are provided in the SupportingInformation Section S6 .
Computational Screening. Grand canonical Monte Carlo
(GCMC) simulations were carried out to investigate the e ﬀect","The text discusses the challenge of classifying Metal-Organic Frameworks (MOFs) based on density, despite having the same stoichiometry. It highlights the need to establish an appropriate density threshold to avoid misclassification: a narrow tolerance could incorrectly classify identical MOFs as distinct, while a broad tolerance might fail to differentiate them. To determine a suitable threshold, five common MOFs (HKUST-1, IRMOF-1, MIL-47, MIL-53, and UiO-66) were analyzed using molecular formula and density filters. True duplicates were identified and verified manually, with further details available in the Supporting Information Section S6. Additionally, Grand Canonical Monte Carlo (GCMC) simulations were conducted to study the effects of these parameters.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
"The original label is ""density_of_solid_0"". By removing the integer, we get ""density_of_solid"". A more human-interpretable version of this label could be ""Density of Solid Material"".","A more systematic terminology has been proposed to
rationalize the known structures, and it is based on thestructure of the crystalline nets adopted by the material.
40-42
These (3D) nets are represented by either a three-letter
symbol (as in sod, rho, gis, etc.) or a three-letter symbolwith an extension (such as in pcu-c or bcu-k). This methodallows one to describe and classify the known structures aswell as new potential MOF structures as a function of theirnet topology. Unfortunately, in this case, the classiﬁcationterm lacks any information about the chemical nature of thematerial.
1.4. Synthesis of MOFs
The synthesis of MOFs is usually carried out in the liquid","A systematic terminology has been introduced to categorize known structures based on the crystalline nets they form. These three-dimensional nets are denoted by three-letter symbols (e.g., sod, rho, gis) or by symbols with extensions (e.g., pcu-c, bcu-k). This classification system aids in describing and categorizing both existing and potential metal-organic framework (MOF) structures according to their net topology. However, this classification does not provide information about the chemical composition of the materials. The synthesis of MOFs typically occurs in the liquid phase.","REFERENCE:(A. Corma, H. García, F. X. Llabrés i Xamena,2010,Engineering Metal Organic Frameworks for Heterogeneous Catalysis)"
"The original label is ""density_of_solid_0"". By removing the integer, we get ""density_of_solid"". A more human-interpretable version of this label could be ""Density of Solid Material"".","diameter of a hydrogen molecule. The numbers in parenthesis provide
the number of MOFs for which atomic coordinates are provided in
the CoRE MOF databases; the remaining structures are de ﬁned via a
CSD REFCODE.bThe number of Web of Science structures
decreases from 552 to 546 because some of the MOFs are no longer
3D following the bound solvent removal.Journal of Chemical & Engineering Data Article
DOI: 10.1021/acs.jced.9b00835
J. Chem. Eng. Data 2019, 64, 5985 −59985989","The text discusses the availability of atomic coordinates for metal-organic frameworks (MOFs) in the CoRE MOF databases, with some structures defined by CSD REFCODE. It notes a decrease in the number of Web of Science structures from 552 to 546 due to some MOFs losing their 3D structure after solvent removal. The information is sourced from an article in the Journal of Chemical & Engineering Data, published in 2019.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
"The original label is ""density_of_solid_0"". By removing the integer, we get ""density_of_solid"". A more human-interpretable version of this label could be ""Density of Solid Material"".","H2(Th).
In order to understand the extremely dense packing of H 2on
MOF-74 and to develop a strategy for increasing the SPD inothercarbonmaterials,neutronpowderdiffractionexperimentswereperformedtoidentifytheD
2adsorptionssites(whichclosely
reflecttheadsorptionssitesofH 216-20).Alldiffractiondatawere
obtaineda t4KandanalyzedusingstandardRietveldrefinement
techniques in conjunction with Fourier difference maps.16-20
Figure2ashowsthesuperpositionoftheFourierdifferencemap
and the crystal structure of MOF-74 with the red-yellow (gray-white)regionsindicatingthelocationsofD
2sites1and2.Figure
2bshowstheprojectionofthefourobservedhydrogenadsorptionssites along the caxis. The adsorption sites are numbered 1 -4,
accordingtotheordertheyareoccupied.Adecreaseofbindingstrength results in adsorption sites that are further from theadsorbent surface. The first three adsorption sites can be fullyoccupied at T 30 K and zero pressure. By decreasing the","The study investigates the dense packing of hydrogen (H₂) on MOF-74 to enhance the strategy for increasing the storage density in other carbon materials. Neutron powder diffraction experiments were conducted to identify deuterium (D₂) adsorption sites, which closely resemble those of H₂. The diffraction data were collected at 4 K and analyzed using Rietveld refinement techniques and Fourier difference maps. The results, depicted in Figure 2a, show the superposition of the Fourier difference map and the crystal structure of MOF-74, highlighting the locations of D₂ adsorption sites 1 and 2. Figure 2b illustrates the projection of four observed hydrogen adsorption sites along the c-axis, numbered 1 to 4 based on their occupancy order. A decrease in binding strength results in adsorption sites located further from the adsorbent surface. The first three adsorption sites can be fully occupied at temperatures around 30 K and zero pressure.","REFERENCE:(Yun Liu, Houria Kabbour, Craig M. Brown, Dan A. Neumann, Channing C. Ahn,2008,Increasing the Density of Adsorbed Hydrogen with Coordinatively Unsaturated Metal Centers in Metal-Organic Frameworks)"
