feature,original,summary,reference
"The new label, with the integers removed and rewritten in a human interpretable manner, is ""metals fraction.""","to the fraction of open-metal sites estimated from H2O
adsorption isotherms ( Figure 8 ) show quantitative agreement
between values obtained using the two methods ( Figure 8 ),
suggesting that the method proposed here can be used to
estimate open-metal site density regardless of metal and anion
identity. We believe that the broad applicability of the methods
presented here may re ﬂect the fundamental, universal nature of
irreversible room temperature water chemisorption onto
coordinatively unsaturated metal sites which we propose
can be exploited in the accurate estimation of open-metal site
densities in MOF materials.■CONCLUSIONS
A new method for counting open-metal sites in MOF materials
is presented here. The method uses the fraction of wateradsorbed irreversibly at room temperature as a proxy for open-metal site density. Comparison with IR spectroscopy dataelucidating dehydration and dehydroxylation events on thehydroxyl-version of MIL-100(Cr) con ﬁrms site counts","The text discusses a new method for estimating the density of open-metal sites in metal-organic framework (MOF) materials. This method utilizes the fraction of water that adsorbs irreversibly at room temperature as an indicator of open-metal site density. The results from this method show quantitative agreement with those obtained from H2O adsorption isotherms, suggesting its broad applicability across different metals and anions. The method's validity is further supported by comparison with infrared (IR) spectroscopy data, which confirms site counts through the analysis of dehydration and dehydroxylation events in the hydroxyl-version of MIL-100(Cr). This approach leverages the universal nature of irreversible water chemisorption onto coordinatively unsaturated metal sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is ""metals fraction.""","218 |React. Chem. Eng. , 2019, 4,2 0 7 –222 This journal is © The Royal Society of Chemistry 2019typically be eliminated using relatively simple thermal treat-
ment protocols to create open-metal sites. The precise role of
these open-metal sites in effectuating catalytic turnovers is
just beginning to be understood. MIL-100/101, Cu-BTC, and
UiO-66 are examples of MOFs endowed with nodes that are
carboxo-bridged metal clusters with labile ligands that can be
eliminated to create open-metal sites. In this review we dis-
cuss structure –catalytic property relationships for these three
prototypical MOFs to identify key open questions in the liter-
ature pertaining to Lewis acid catalysis over MOF materials.
Arguably, the most significant knowledge gap in this respect
is the almost complete lack of atomic structure –catalytic
function relationships. Specifically, the prevalence and role
of mixed-valence nodes in MIL-100/101 catalysis is still un-","The journal article discusses the role of open-metal sites in metal-organic frameworks (MOFs) and their impact on catalytic turnovers. It highlights that MOFs such as MIL-100/101, Cu-BTC, and UiO-66 have carboxo-bridged metal clusters with labile ligands that can be removed to create these open-metal sites. The review focuses on understanding the structure-catalytic property relationships of these MOFs, particularly in the context of Lewis acid catalysis. A significant knowledge gap identified is the lack of understanding of the atomic structure-catalytic function relationships, especially concerning the prevalence and role of mixed-valence nodes in MIL-100/101 catalysis.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2019,Structure, characterization, and catalytic properties of open-metal sites in metal organic frameworks)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is ""metals fraction.""","This journal is ©The Royal Society of Chemistry 2020 Chem. Soc. Rev. , 2020, 49, 2751- -2798 | 2757
Table 2 Open metal sites in metal–organic frameworks, which are reported in this review
OMS LigandMOF-formula with solvent ligands
(without pore solvent) MOF-acronymFormation of OMS
Ref.Removal
strategies Temp. [ 1C] (time [h], vac) Verification methods
Mg H 4dobdc [Mg 2(dobdc)(H 2O)2] Mg-MOF-74 SE,fTA, PA 200 (vac) PXRD, TGA 70, 105 and 172
136 (30 min)
H4olz [Mg 2(olz)(solvent) 2] [Mg 2(olz)] SE,c,fTA 180 (12, vac) PXRD, TGA 310
Sc H 3btc [Sc 3(O)X 3(btc) 2(H2O)2] MIL-100(Sc) SEeRT PXRD 140 and 162
Zr H 2bdc [Zr 6O4(OH) 4(bdc) 6] UiO-66 TA 300 (vac); PXRD, TGA 105, 114, 162
and 163 300 (2, calcination)
PA 57 (30 min)
H2bdc-NH 2 [Zr6O4(OH) 4(NH 2-bdc) 6] UiO-66-NH 2 SE,c,fTA 150 (5, vac), 200 (16, vac) — 164 and 284
VH 2bdc [V 3(O)X(bdc) 3(H2O)2] MIL-101(V) SE,cTA 100 (12, vac), 150 (5, vac) PXRD 143
H3btc [V 3(O)X 3(btc) 2(H2O)2] MIL-100(V) SEe,g100 PXRD 140 and 143","The provided text is an excerpt from a journal article published by The Royal Society of Chemistry in 2020, specifically from the Chemical Society Reviews. It includes a table summarizing open metal sites (OMS) in various metal-organic frameworks (MOFs) discussed in the review. The table lists the metal, ligand, MOF formula with solvent ligands, MOF acronym, formation of OMS, reference removal strategies, temperature and time conditions, and verification methods used. The MOFs mentioned include Mg-MOF-74, MIL-100(Sc), UiO-66, UiO-66-NH2, MIL-101(V), and MIL-100(V), with metals such as Mg, Sc, Zr, and V. Verification methods include powder X-ray diffraction (PXRD) and thermogravimetric analysis (TGA).","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is ""metals fraction.""","3-TPD technique, for example, has the
limitation in quantifying OMS in the presence of Brønstedacid sites.
In MOF structures any change to the metal ions in the metal
SBU must ensure the integrity of the network. Importantly, the
MOF structure must not collapse, and their crystallinity and
porosity should be preserved, that is, a labile terminal ligandshould be removed without damage to the framework. Reten-tion of the framework integrity is usually verified by PXRD.
It is the strength of theory that OMS can be easily studied
regarding their electronic eﬀects on the interactions withsubstrate molecules. The theory-based knowledge, how OMSinteract with the guest molecules is needed along the experi-
mental work for understanding the properties of OMS-MOFs.","The text discusses the challenges and considerations in studying open metal sites (OMS) within metal-organic frameworks (MOFs). It highlights the limitation of the 3-TPD technique in quantifying OMS when Brønsted acid sites are present. In MOF structures, any modification to the metal ions in the secondary building unit (SBU) must maintain the network's integrity, ensuring that the structure does not collapse and that its crystallinity and porosity are preserved. This is typically verified using powder X-ray diffraction (PXRD). Theoretical approaches are valuable for studying the electronic effects of OMS on interactions with substrate molecules, and such theoretical insights are essential alongside experimental work to understand the properties of OMS-MOFs.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is ""metals fraction.""","One possible solution to this problem is a class of porous
crystalline materials, known as metal −organic frameworks
(MOFs), which consist of metal-ions or metal-ion clusters that
are interlinked by organic ligands. These unique materials o ﬀer
unprecedented internal surface area and easy chemicaltunability, allowing chemists to readily adjust their adsorption
properties.
4,8−10The presence of metal ions and multiple types
of chemical moieties on the organic building blocks create a
potential energy landscape with multiple minima for an
incoming guest species; this corresponds to well-de ﬁned
adsorption sites with varying binding energies.11Considering
this, these materials o ﬀer a unique opportunity to gain direct
insight into their structure-derived function using X-ray and
neutron di ﬀraction techniques. Di ﬀraction data providebinding mechanisms, reveal the relative di ﬀerences in binding
energies between neighboring adsorption sites, and deliver","Metal-organic frameworks (MOFs) are porous crystalline materials composed of metal ions or clusters connected by organic ligands. They offer significant internal surface area and chemical tunability, allowing for the adjustment of adsorption properties. The presence of metal ions and diverse chemical moieties creates a potential energy landscape with multiple minima, leading to well-defined adsorption sites with varying binding energies. X-ray and neutron diffraction techniques can be used to gain insights into the structure-derived functions of MOFs, revealing binding mechanisms and differences in binding energies between adsorption sites.","REFERENCE:(Mehrdad Asgari, Rocio Semino, Pascal A. Schouwink, Ilia Kochetygov, Jacob Tarver, Olga Trukhina, Rajamani Krishna, Craig M. Brown, Michele Ceriotti, Wendy L. Queen,2020,Understanding How Ligand Functionalization Influences CO2 and N2 Adsorption in a Sodalite Metal−Organic Framework)"
New label: density of solid,"chemistries19−23as well as adsorption sites for both
enhanced24−28and selective29−32gas adsorption at low partial
pressures. We assert that the ability to accurately measure thedensity of open-metal sites existing under a given set of
experimental conditions can serve as a strong foundation for
the rigorous interpretation of adsorption and catalytic data onMOFs, and also aid in their rational design for a variety ofapplications.
Techniques commonly used in the literature to assess open-
metal site density include temperature-programmed desorption(TPD), CO and H
2adsorption, and probe molecule infrared
spectroscopy.33Despite the widespread use of ammonia TPD
in characterizing acid sites in zeolites,34−36its use in estimating
MOF OMS densities presents two major drawbacks. First, the
temperature range for desorption from di ﬀerent types of acid
sites (for example, Lewis versus Brønsted acid sites) can often
Received: November 19, 2019
Revised: January 22, 2020","The text discusses the importance of accurately measuring the density of open-metal sites (OMS) in metal-organic frameworks (MOFs) under specific experimental conditions. This measurement is crucial for interpreting adsorption and catalytic data and for the rational design of MOFs for various applications. Common techniques for assessing OMS density include temperature-programmed desorption (TPD), CO and H₂ adsorption, and probe molecule infrared spectroscopy. However, using ammonia TPD to estimate OMS densities in MOFs has two significant drawbacks: the temperature range for desorption varies between different types of acid sites, such as Lewis and Brønsted acid sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
New label: density of solid,"27–30The formation or presence of open metal sites in
these metallo-ligands will not be the topic of this review as thisis even more closely related to classical coordination chemistry.
In MOF structures any change to the metal ions in the metal
SBU must ensure the integrity of the network. Importantly, the
MOF structure must not collapse, and their crystallinity and
porosity should be preserved, that is, a labile terminal ligandshould be removed without damage to the framework. Theobtained not fully coordinated metal ions are termed open metalsites (OMS) or coordinatively unsaturated sites (CUS) or occasion-ally also open coordination sites (OCS). Open metal site chemistrybased on MOFs started in 1999, when HKUST-1 (Hong KongUniversity of Science and Technology, commercially available as
Basolite C300 from BASF) was reported by Williams et al.
31as the","The text discusses the concept of open metal sites (OMS) in metal-organic frameworks (MOFs). It emphasizes that any modifications to the metal ions within the secondary building units (SBUs) of MOFs must maintain the structural integrity, crystallinity, and porosity of the framework. This involves removing a labile terminal ligand without damaging the framework, resulting in not fully coordinated metal ions, referred to as OMS, coordinatively unsaturated sites (CUS), or occasionally open coordination sites (OCS). The study of open metal site chemistry in MOFs began in 1999 with the report of HKUST-1 by Williams et al.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
New label: density of solid,"CO2Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites
Robert M. Marti,†Joshua D. Howe,‡Cody R. Morelock,‡Mark S. Conradi,†,§,∥Krista S. Walton,‡
David S. Sholl,‡and Sophia E. Hayes *,†
†Department of Chemistry, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
‡School of Chemical and Biomolecular Engineering, Georgia Institute of Technology, 311 Ferst Drive NW, Atlanta, Georgia 30332,
United States
§Department of Physics, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
∥ABQMR, 2301 Yale Boulevard SE, Albuquerque, New Mexico 87106, United States
*SSupporting Information
ABSTRACT: Metal−organic frameworks (MOFs), such as MOF-74, can
have open metal sites to which adsorbates such as CO 2preferentially bind.
13C NMR of13CO 2is highly informative about the binding sites present in
Mg-MOF-74. We used this technique to investigate loadings between ∼0.88","The study investigates the dynamics of CO2 in metal-organic frameworks (MOFs) with open metal sites, focusing on both pure and mixed-metal MOFs. The research particularly examines MOF-74, where CO2 preferentially binds to open metal sites. The authors employ 13C NMR spectroscopy of 13CO2 to gain insights into the binding sites within Mg-MOF-74. The study explores various loadings of CO2 to understand the interaction between the gas and the MOF structure.","REFERENCE:(Robert M. Marti, Joshua D. Howe, Cody R. Morelock, Mark S. Conradi, Krista S. Walton, David S. Sholl, Sophia E. Hayes,2017,CO2 Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites)"
New label: density of solid,"One possible solution to this problem is a class of porous
crystalline materials, known as metal −organic frameworks
(MOFs), which consist of metal-ions or metal-ion clusters that
are interlinked by organic ligands. These unique materials o ﬀer
unprecedented internal surface area and easy chemicaltunability, allowing chemists to readily adjust their adsorption
properties.
4,8−10The presence of metal ions and multiple types
of chemical moieties on the organic building blocks create a
potential energy landscape with multiple minima for an
incoming guest species; this corresponds to well-de ﬁned
adsorption sites with varying binding energies.11Considering
this, these materials o ﬀer a unique opportunity to gain direct
insight into their structure-derived function using X-ray and
neutron di ﬀraction techniques. Di ﬀraction data providebinding mechanisms, reveal the relative di ﬀerences in binding
energies between neighboring adsorption sites, and deliver","Metal-organic frameworks (MOFs) are porous crystalline materials composed of metal ions or clusters connected by organic ligands. These materials offer significant internal surface area and chemical tunability, allowing for the adjustment of adsorption properties. The presence of metal ions and diverse chemical moieties creates a potential energy landscape with multiple minima, corresponding to distinct adsorption sites with varying binding energies. MOFs provide an opportunity to study structure-derived functions using X-ray and neutron diffraction techniques, which can elucidate binding mechanisms and reveal differences in binding energies between adjacent adsorption sites.","REFERENCE:(Mehrdad Asgari, Rocio Semino, Pascal A. Schouwink, Ilia Kochetygov, Jacob Tarver, Olga Trukhina, Rajamani Krishna, Craig M. Brown, Michele Ceriotti, Wendy L. Queen,2020,Understanding How Ligand Functionalization Influences CO2 and N2 Adsorption in a Sodalite Metal−Organic Framework)"
New label: density of solid,"They found that the redox properties of metal sites within M-
MOFs-74 might play important roles for their diﬀerential
stability towards water/humidity.
This journal is © The Royal Society of Chemistry 2014 Energy Environ. Sci., 2014,7, 2868–2899 | 2885Perspective Energy & Environmental SciencePublished on 14 April 2014. Downloaded by ECOLE POLYTECHNIC FED DE LAUSANNE on 9/17/2023 5:58:26 AM. View Article Online",The study suggests that the redox properties of metal sites in M-MOFs-74 are likely significant in determining their varying stability when exposed to water or humidity.,"REFERENCE:(Zhangjing Zhang, Zi-Zhu Yao, Shengchang Xiang, Banglin Chen,2014,Perspective of microporous metal–organic frameworks for CO2 capture and separation)"
"The original label ""average_cationic_radius_0"" without the integer becomes ""average_cationic_radius."" A more human-interpretable version of this label could be ""Average Cationic Radius.""","diameter of a hydrogen molecule. The numbers in parenthesis provide
the number of MOFs for which atomic coordinates are provided in
the CoRE MOF databases; the remaining structures are de ﬁned via a
CSD REFCODE.bThe number of Web of Science structures
decreases from 552 to 546 because some of the MOFs are no longer
3D following the bound solvent removal.Journal of Chemical & Engineering Data Article
DOI: 10.1021/acs.jced.9b00835
J. Chem. Eng. Data 2019, 64, 5985 −59985989","The text discusses the number of Metal-Organic Frameworks (MOFs) with available atomic coordinates in the CoRE MOF databases, noting that some structures are defined using a CSD REFCODE. It also mentions a decrease in the number of structures listed in the Web of Science from 552 to 546 due to some MOFs losing their 3D structure after solvent removal. The information is from an article in the Journal of Chemical & Engineering Data, published in 2019.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
