feature,original,summary,reference
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","speciﬁc applications.
1.3. Nomenclature
Probably because of the relatively short trajectory of this
family of materials, and the fact that there is not a generallyaccepted deﬁnition, there is not a standardized nomenclaturefor MOFs (such as that used for zeolites).
28This lack of
rationalization, together with the exponential growth of thenumber of new structures described each year, contributesto create a certain state of confusion that can puzzle thenonspecialized scientists.
Some researchers tend to use a descriptive name for the
materials prepared in their laboratories, consisting in mostcases of an acronym followed by a number, which roughlyrepresents their chronologic order of preparation. Theacronym can be indicative of (i) the type of components ofthe material, like in the series MOF-n
29(metal organic
framework), COF-n30(covalent organic framework), RPF-
n31(rare-earth polymeric framework), or MPF-n32(metal","The text discusses the challenges in the nomenclature of metal-organic frameworks (MOFs) due to the lack of a standardized naming system. This absence of a universally accepted definition and the rapid increase in the number of new structures each year contribute to confusion, particularly for non-specialists. Researchers often use descriptive names for materials developed in their labs, typically consisting of an acronym followed by a number indicating the order of preparation. These acronyms may reflect the type of components in the material, such as MOF-n for metal-organic frameworks, COF-n for covalent organic frameworks, RPF-n for rare-earth polymeric frameworks, and MPF-n for metal polymeric frameworks.","REFERENCE:(A. Corma, H. García, F. X. Llabrés i Xamena,2010,Engineering Metal Organic Frameworks for Heterogeneous Catalysis)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","to the fraction of open-metal sites estimated from H2O
adsorption isotherms ( Figure 8 ) show quantitative agreement
between values obtained using the two methods ( Figure 8 ),
suggesting that the method proposed here can be used to
estimate open-metal site density regardless of metal and anion
identity. We believe that the broad applicability of the methods
presented here may re ﬂect the fundamental, universal nature of
irreversible room temperature water chemisorption onto
coordinatively unsaturated metal sites which we propose
can be exploited in the accurate estimation of open-metal site
densities in MOF materials.■CONCLUSIONS
A new method for counting open-metal sites in MOF materials
is presented here. The method uses the fraction of wateradsorbed irreversibly at room temperature as a proxy for open-metal site density. Comparison with IR spectroscopy dataelucidating dehydration and dehydroxylation events on thehydroxyl-version of MIL-100(Cr) con ﬁrms site counts","The text discusses a new method for estimating the density of open-metal sites in metal-organic framework (MOF) materials. This method utilizes the fraction of water that adsorbs irreversibly at room temperature as an indicator of open-metal site density. The results from this method show quantitative agreement with values obtained from H2O adsorption isotherms, suggesting its broad applicability across different metals and anions. The method's validity is further supported by comparison with infrared (IR) spectroscopy data, which confirms site counts through the analysis of dehydration and dehydroxylation events in the hydroxyl-version of MIL-100(Cr). This approach highlights the universal nature of irreversible water chemisorption onto coordinatively unsaturated metal sites, offering a reliable means to estimate open-metal site densities in MOF materials.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","curring theme in MOF research is the presence of labile li-
gands in the metal's first coordination sphere that canReaction Chemistry & Engineering ReviewPublished on 05 December 2018. Downloaded by ECOLE POLYTECHNIC FED DE LAUSANNE on 9/24/2024 7:02:51 AM. View Article Online","The text discusses a recurring theme in metal-organic framework (MOF) research, which is the presence of labile ligands in the metal's first coordination sphere.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2019,Structure, characterization, and catalytic properties of open-metal sites in metal organic frameworks)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","218 |React. Chem. Eng. , 2019, 4,2 0 7 –222 This journal is © The Royal Society of Chemistry 2019typically be eliminated using relatively simple thermal treat-
ment protocols to create open-metal sites. The precise role of
these open-metal sites in effectuating catalytic turnovers is
just beginning to be understood. MIL-100/101, Cu-BTC, and
UiO-66 are examples of MOFs endowed with nodes that are
carboxo-bridged metal clusters with labile ligands that can be
eliminated to create open-metal sites. In this review we dis-
cuss structure –catalytic property relationships for these three
prototypical MOFs to identify key open questions in the liter-
ature pertaining to Lewis acid catalysis over MOF materials.
Arguably, the most significant knowledge gap in this respect
is the almost complete lack of atomic structure –catalytic
function relationships. Specifically, the prevalence and role
of mixed-valence nodes in MIL-100/101 catalysis is still un-","The journal article discusses the role of open-metal sites in metal-organic frameworks (MOFs) such as MIL-100/101, Cu-BTC, and UiO-66, which are created through thermal treatment protocols. These sites are crucial for catalytic turnovers, but their precise role is not fully understood. The review focuses on the structure-catalytic property relationships of these MOFs, particularly in the context of Lewis acid catalysis. A significant knowledge gap identified is the lack of understanding of the atomic structure-catalytic function relationships, especially concerning the prevalence and role of mixed-valence nodes in MIL-100/101 catalysis.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2019,Structure, characterization, and catalytic properties of open-metal sites in metal organic frameworks)"
"The original label is ""metals_fraction_0."" By removing the integer, the label becomes ""metals_fraction."" A more human-interpretable version of this label could be ""Metal Fraction.""","very few free carboxyl groups, hence, much less structuredefects than sample S1. For the availability of OMS, theymeasured the amount of water desorbed from a known massTable 1 ( continued )
Ligand
Selected MOF NJU-Bai33 [Co 3(L)(bdc) 2.5(OAc)] M-btt
M with OMS Mn2+Co2+Cr2+,M n2+,F e2+,C o2+,C u2+,C d2+
SBU
aThe coordinated solvent molecules on the metal nodes, present in the X-ray structure, and the ligand hydrogen atoms are not shown for clarity. Atom col or scheme: C grey; O red; N dark-blue;
metal atoms pale blue; Cl, F, OH purple. Crystal structure information for the respective compounds was taken from the Cambridge crystallographic da ta center (CCDC). For a deciphering of the
used acronyms such as HKUST, MIL, UiO, NJU, etc.See abbreviations at the end of this review.*For [M 2(m-dobdc)] and [M 2(olz)], the SBU of M-MOF-74 is representatively shown, since both
compounds are isostructural.**L = 4,5-bis[4(4-pyridyl)phenyl]1-ethyl-1 H-imidazole.","The text discusses the structural characteristics and metal-organic frameworks (MOFs) of certain compounds. It mentions that a sample has very few free carboxyl groups, resulting in fewer structural defects compared to another sample (S1). The availability of open metal sites (OMS) was assessed by measuring the amount of water desorbed from a known mass. The text also provides information about selected MOFs, specifically NJU-Bai33, with a formula [Co3(L)(bdc)2.5(OAc)], and M-btt, which can incorporate various metal ions such as Mn2+, Co2+, Cr2+, Fe2+, Cu2+, and Cd2+. The text notes that coordinated solvent molecules and ligand hydrogen atoms are omitted for clarity in the X-ray structure. It also references the Cambridge Crystallographic Data Center (CCDC) for crystal structure information and provides a color scheme for atom representation. Additionally, it mentions that certain acronyms like HKUST, MIL, UiO, and NJU are explained at the end of the review. The structural building unit (SBU) of M-MOF-74 is used as a representative example for isostructural compounds [M2(m-dobdc)] and [M2(olz)].","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
New label: density of solid,"chemistries19−23as well as adsorption sites for both
enhanced24−28and selective29−32gas adsorption at low partial
pressures. We assert that the ability to accurately measure thedensity of open-metal sites existing under a given set of
experimental conditions can serve as a strong foundation for
the rigorous interpretation of adsorption and catalytic data onMOFs, and also aid in their rational design for a variety ofapplications.
Techniques commonly used in the literature to assess open-
metal site density include temperature-programmed desorption(TPD), CO and H
2adsorption, and probe molecule infrared
spectroscopy.33Despite the widespread use of ammonia TPD
in characterizing acid sites in zeolites,34−36its use in estimating
MOF OMS densities presents two major drawbacks. First, the
temperature range for desorption from di ﬀerent types of acid
sites (for example, Lewis versus Brønsted acid sites) can often
Received: November 19, 2019
Revised: January 22, 2020","The text discusses the importance of accurately measuring the density of open-metal sites (OMS) in metal-organic frameworks (MOFs) under specific experimental conditions. This measurement is crucial for interpreting adsorption and catalytic data and for the rational design of MOFs for various applications. Common techniques for assessing OMS density include temperature-programmed desorption (TPD), CO and H₂ adsorption, and probe molecule infrared spectroscopy. However, using ammonia TPD to estimate OMS densities in MOFs has two significant drawbacks: the temperature range for desorption varies between different types of acid sites, such as Lewis and Brønsted acid sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
New label: density of solid,"27–30The formation or presence of open metal sites in
these metallo-ligands will not be the topic of this review as thisis even more closely related to classical coordination chemistry.
In MOF structures any change to the metal ions in the metal
SBU must ensure the integrity of the network. Importantly, the
MOF structure must not collapse, and their crystallinity and
porosity should be preserved, that is, a labile terminal ligandshould be removed without damage to the framework. Theobtained not fully coordinated metal ions are termed open metalsites (OMS) or coordinatively unsaturated sites (CUS) or occasion-ally also open coordination sites (OCS). Open metal site chemistrybased on MOFs started in 1999, when HKUST-1 (Hong KongUniversity of Science and Technology, commercially available as
Basolite C300 from BASF) was reported by Williams et al.
31as the","The text discusses the concept of open metal sites (OMS) in metal-organic frameworks (MOFs). It emphasizes that any modifications to the metal ions within the secondary building units (SBUs) of MOFs must maintain the structural integrity, crystallinity, and porosity of the framework. This involves removing a labile terminal ligand without damaging the framework, resulting in not fully coordinated metal ions, referred to as OMS, coordinatively unsaturated sites (CUS), or occasionally open coordination sites (OCS). The study of open metal site chemistry in MOFs began in 1999 with the report of HKUST-1 by Williams et al.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
New label: density of solid,"CO2Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites
Robert M. Marti,†Joshua D. Howe,‡Cody R. Morelock,‡Mark S. Conradi,†,§,∥Krista S. Walton,‡
David S. Sholl,‡and Sophia E. Hayes *,†
†Department of Chemistry, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
‡School of Chemical and Biomolecular Engineering, Georgia Institute of Technology, 311 Ferst Drive NW, Atlanta, Georgia 30332,
United States
§Department of Physics, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
∥ABQMR, 2301 Yale Boulevard SE, Albuquerque, New Mexico 87106, United States
*SSupporting Information
ABSTRACT: Metal−organic frameworks (MOFs), such as MOF-74, can
have open metal sites to which adsorbates such as CO 2preferentially bind.
13C NMR of13CO 2is highly informative about the binding sites present in
Mg-MOF-74. We used this technique to investigate loadings between ∼0.88","The study investigates the dynamics of CO2 in metal-organic frameworks (MOFs) with open metal sites, focusing on both pure and mixed-metal MOFs. Specifically, the research examines the binding of CO2 to open metal sites in MOF-74, using 13C NMR spectroscopy of 13CO2 to gain insights into the binding sites within Mg-MOF-74. The study explores various loadings of CO2 to understand its interaction with the MOF structure.","REFERENCE:(Robert M. Marti, Joshua D. Howe, Cody R. Morelock, Mark S. Conradi, Krista S. Walton, David S. Sholl, Sophia E. Hayes,2017,CO2 Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites)"
New label: density of solid,"One possible solution to this problem is a class of porous
crystalline materials, known as metal −organic frameworks
(MOFs), which consist of metal-ions or metal-ion clusters that
are interlinked by organic ligands. These unique materials o ﬀer
unprecedented internal surface area and easy chemicaltunability, allowing chemists to readily adjust their adsorption
properties.
4,8−10The presence of metal ions and multiple types
of chemical moieties on the organic building blocks create a
potential energy landscape with multiple minima for an
incoming guest species; this corresponds to well-de ﬁned
adsorption sites with varying binding energies.11Considering
this, these materials o ﬀer a unique opportunity to gain direct
insight into their structure-derived function using X-ray and
neutron di ﬀraction techniques. Di ﬀraction data providebinding mechanisms, reveal the relative di ﬀerences in binding
energies between neighboring adsorption sites, and deliver","Metal-organic frameworks (MOFs) are porous crystalline materials composed of metal ions or clusters connected by organic ligands. They offer significant internal surface area and chemical tunability, allowing for the adjustment of adsorption properties. The presence of metal ions and diverse chemical moieties creates a potential energy landscape with multiple minima, corresponding to distinct adsorption sites with varying binding energies. This characteristic enables the use of X-ray and neutron diffraction techniques to gain insights into the structure-function relationship of MOFs. Diffraction data can elucidate binding mechanisms and reveal differences in binding energies between adjacent adsorption sites.","REFERENCE:(Mehrdad Asgari, Rocio Semino, Pascal A. Schouwink, Ilia Kochetygov, Jacob Tarver, Olga Trukhina, Rajamani Krishna, Craig M. Brown, Michele Ceriotti, Wendy L. Queen,2020,Understanding How Ligand Functionalization Influences CO2 and N2 Adsorption in a Sodalite Metal−Organic Framework)"
New label: density of solid,"They found that the redox properties of metal sites within M-
MOFs-74 might play important roles for their diﬀerential
stability towards water/humidity.
This journal is © The Royal Society of Chemistry 2014 Energy Environ. Sci., 2014,7, 2868–2899 | 2885Perspective Energy & Environmental SciencePublished on 14 April 2014. Downloaded by ECOLE POLYTECHNIC FED DE LAUSANNE on 9/17/2023 5:58:26 AM. View Article Online",The study suggests that the redox properties of metal sites in M-MOFs-74 are likely significant factors influencing their varying stability when exposed to water or humidity.,"REFERENCE:(Zhangjing Zhang, Zi-Zhu Yao, Shengchang Xiang, Banglin Chen,2014,Perspective of microporous metal–organic frameworks for CO2 capture and separation)"
