feature,original,summary,reference
New label: metals fraction zero,"27–30The formation or presence of open metal sites in
these metallo-ligands will not be the topic of this review as thisis even more closely related to classical coordination chemistry.
In MOF structures any change to the metal ions in the metal
SBU must ensure the integrity of the network. Importantly, the
MOF structure must not collapse, and their crystallinity and
porosity should be preserved, that is, a labile terminal ligandshould be removed without damage to the framework. Theobtained not fully coordinated metal ions are termed open metalsites (OMS) or coordinatively unsaturated sites (CUS) or occasion-ally also open coordination sites (OCS). Open metal site chemistrybased on MOFs started in 1999, when HKUST-1 (Hong KongUniversity of Science and Technology, commercially available as
Basolite C300 from BASF) was reported by Williams et al.
31as the","The text discusses the concept of open metal sites (OMS) in metal-organic frameworks (MOFs). It emphasizes that any modifications to the metal ions within the secondary building units (SBUs) of MOFs must maintain the structural integrity, crystallinity, and porosity of the framework. This involves removing a labile terminal ligand without damaging the framework, resulting in not fully coordinated metal ions, referred to as OMS, coordinatively unsaturated sites (CUS), or occasionally open coordination sites (OCS). The study of open metal site chemistry in MOFs began in 1999 with the report of HKUST-1 by Williams et al.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
New label: metals fraction zero,"They found that the redox properties of metal sites within M-
MOFs-74 might play important roles for their diﬀerential
stability towards water/humidity.
This journal is © The Royal Society of Chemistry 2014 Energy Environ. Sci., 2014,7, 2868–2899 | 2885Perspective Energy & Environmental SciencePublished on 14 April 2014. Downloaded by ECOLE POLYTECHNIC FED DE LAUSANNE on 9/17/2023 5:58:26 AM. View Article Online",The study suggests that the redox properties of metal sites in M-MOFs-74 are likely significant factors influencing their varying stability when exposed to water or humidity.,"REFERENCE:(Zhangjing Zhang, Zi-Zhu Yao, Shengchang Xiang, Banglin Chen,2014,Perspective of microporous metal–organic frameworks for CO2 capture and separation)"
New label: metals fraction zero,"to the fraction of open-metal sites estimated from H2O
adsorption isotherms ( Figure 8 ) show quantitative agreement
between values obtained using the two methods ( Figure 8 ),
suggesting that the method proposed here can be used to
estimate open-metal site density regardless of metal and anion
identity. We believe that the broad applicability of the methods
presented here may re ﬂect the fundamental, universal nature of
irreversible room temperature water chemisorption onto
coordinatively unsaturated metal sites which we propose
can be exploited in the accurate estimation of open-metal site
densities in MOF materials.■CONCLUSIONS
A new method for counting open-metal sites in MOF materials
is presented here. The method uses the fraction of wateradsorbed irreversibly at room temperature as a proxy for open-metal site density. Comparison with IR spectroscopy dataelucidating dehydration and dehydroxylation events on thehydroxyl-version of MIL-100(Cr) con ﬁrms site counts","The text discusses a new method for estimating the density of open-metal sites in metal-organic framework (MOF) materials. This method utilizes the fraction of water that adsorbs irreversibly at room temperature as an indicator of open-metal site density. The results obtained from this method show quantitative agreement with those from H2O adsorption isotherms, suggesting its broad applicability across different metals and anions. The method's validity is further supported by comparison with infrared (IR) spectroscopy data, which confirms site counts through the analysis of dehydration and dehydroxylation events in the hydroxyl-version of MIL-100(Cr). This approach leverages the universal nature of irreversible water chemisorption onto coordinatively unsaturated metal sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
New label: metals fraction zero,"CO2Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites
Robert M. Marti,†Joshua D. Howe,‡Cody R. Morelock,‡Mark S. Conradi,†,§,∥Krista S. Walton,‡
David S. Sholl,‡and Sophia E. Hayes *,†
†Department of Chemistry, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
‡School of Chemical and Biomolecular Engineering, Georgia Institute of Technology, 311 Ferst Drive NW, Atlanta, Georgia 30332,
United States
§Department of Physics, Washington University, One Brookings Drive, Saint Louis, Missouri 63130, United States
∥ABQMR, 2301 Yale Boulevard SE, Albuquerque, New Mexico 87106, United States
*SSupporting Information
ABSTRACT: Metal−organic frameworks (MOFs), such as MOF-74, can
have open metal sites to which adsorbates such as CO 2preferentially bind.
13C NMR of13CO 2is highly informative about the binding sites present in
Mg-MOF-74. We used this technique to investigate loadings between ∼0.88","The study investigates the dynamics of CO2 in metal-organic frameworks (MOFs) with open metal sites, focusing on both pure and mixed-metal MOFs. Specifically, the research examines the binding of CO2 to these sites using 13C NMR spectroscopy of 13CO2, with a particular emphasis on Mg-MOF-74. This technique provides detailed information about the binding sites within the framework, and the study explores various loadings of CO2 to understand its interaction with the MOFs.","REFERENCE:(Robert M. Marti, Joshua D. Howe, Cody R. Morelock, Mark S. Conradi, Krista S. Walton, David S. Sholl, Sophia E. Hayes,2017,CO2 Dynamics in Pure and Mixed-Metal MOFs with Open Metal Sites)"
New label: metals fraction zero,"larger than Ni2+, it often forms distorted octahedral complexes,
due to the Jahn -Teller effect.
In summary, by combining experimental efforts with theoretical
calculations, we directly compared the role of metals in arepresentative, isostructural MOF system, M
2(dhtp). In this series,
we found the H 2binding following the trend of “Zn2+<Mn2+<
Mg2+<Co2+<Ni2+”. Our results suggest that the relative
strength of interaction of M2+-H2may be empirically predicted
by the ionic radius of the cations in same coordination environment.
This may provide a convenient guideline for the future developmentof MOFs with unsaturated metal sites.
Acknowledgment. This work was partially supported by DOE
BES Grant No. DE-FG02-08ER46522 (T.Y.).
Supporting Information Available: Synthetic procedure, X-ray
powder diffraction data, H 2adsorption isotherms, description of our
DFT calculations. This materials is available free of charge via the
Internet at http://pubs.acs.org.
References","The text discusses the role of metal ions in a series of isostructural metal-organic frameworks (MOFs), specifically M2(dhtp). The study combines experimental and theoretical approaches to compare the influence of different metal ions on hydrogen (H2) binding. The observed trend in H2 binding strength is ""Zn2+ < Mn2+ < Mg2+ < Co2+ < Ni2+."" The findings suggest that the interaction strength between M2+ ions and H2 can be predicted based on the ionic radius of the cations within the same coordination environment. This insight could guide the development of MOFs with unsaturated metal sites. The research was partially funded by a DOE BES grant, and additional supporting information is available online.","REFERENCE:(Wei Zhou, Hui Wu, Taner Yildirim,2008,Enhanced H2 Adsorption in Isostructural Metal-Organic Frameworks with Open Metal Sites: Strong Dependence of the Binding Strength on Metal Ions)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is: ""density of solid.""","chemistries19−23as well as adsorption sites for both
enhanced24−28and selective29−32gas adsorption at low partial
pressures. We assert that the ability to accurately measure thedensity of open-metal sites existing under a given set of
experimental conditions can serve as a strong foundation for
the rigorous interpretation of adsorption and catalytic data onMOFs, and also aid in their rational design for a variety ofapplications.
Techniques commonly used in the literature to assess open-
metal site density include temperature-programmed desorption(TPD), CO and H
2adsorption, and probe molecule infrared
spectroscopy.33Despite the widespread use of ammonia TPD
in characterizing acid sites in zeolites,34−36its use in estimating
MOF OMS densities presents two major drawbacks. First, the
temperature range for desorption from di ﬀerent types of acid
sites (for example, Lewis versus Brønsted acid sites) can often
Received: November 19, 2019
Revised: January 22, 2020","The text discusses the importance of accurately measuring the density of open-metal sites (OMS) in metal-organic frameworks (MOFs) under specific experimental conditions. This measurement is crucial for interpreting adsorption and catalytic data and for the rational design of MOFs for various applications. Common techniques for assessing OMS density include temperature-programmed desorption (TPD), CO and H₂ adsorption, and probe molecule infrared spectroscopy. However, using ammonia TPD to estimate OMS densities in MOFs has two significant drawbacks: the temperature range for desorption varies between different types of acid sites, such as Lewis and Brønsted acid sites.","REFERENCE:(Jacklyn N. Hall, Praveen Bollini,2020,Quantification of Open-Metal Sites in Metal−Organic Frameworks Using Irreversible Water Adsorption)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is: ""density of solid.""","incrementally considers other geometric properties of MOFs(such as the surface area, density, and pore limiting diameter).As aﬁrst step, the chemical formula of each MOF is compared by
reducing the stoichiometric coe ﬃcients of the elements to their
lowest possible integer values. Hydrogen atoms must also be
included in the molecular formula to capture the subtlediﬀerences between the bond order of ligands. For example,
PCN-11 and PCN-16 di ﬀer by a single bond in their organic
ligand. Stoichiometry coe ﬃcients of the elements are not
enough as a complete ﬁngerprint to identify identical MOF
structures from two databases. For example, multiple MOFpolymorphs can exist with the same chemical composition. Onepossible way to recognize the e ﬀect of atomic packing inside a
crystal structure is to use the crystal density as a descriptor.
Depending on the crystal density, the same molecular formulamay represent a di ﬀerent structure. For example, interpenetrated","The text discusses the characterization of Metal-Organic Frameworks (MOFs) by considering their geometric properties, such as surface area, density, and pore limiting diameter. Initially, the chemical formula of each MOF is simplified by reducing the stoichiometric coefficients of elements to their lowest integer values, including hydrogen atoms to account for subtle differences in ligand bond orders. This approach highlights that stoichiometric coefficients alone are insufficient to uniquely identify MOF structures, as different polymorphs can share the same chemical composition. Crystal density is suggested as a descriptor to differentiate structures with the same molecular formula, as variations in density can indicate different atomic packing within the crystal.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is: ""density of solid.""","One possible solution to this problem is a class of porous
crystalline materials, known as metal −organic frameworks
(MOFs), which consist of metal-ions or metal-ion clusters that
are interlinked by organic ligands. These unique materials o ﬀer
unprecedented internal surface area and easy chemicaltunability, allowing chemists to readily adjust their adsorption
properties.
4,8−10The presence of metal ions and multiple types
of chemical moieties on the organic building blocks create a
potential energy landscape with multiple minima for an
incoming guest species; this corresponds to well-de ﬁned
adsorption sites with varying binding energies.11Considering
this, these materials o ﬀer a unique opportunity to gain direct
insight into their structure-derived function using X-ray and
neutron di ﬀraction techniques. Di ﬀraction data providebinding mechanisms, reveal the relative di ﬀerences in binding
energies between neighboring adsorption sites, and deliver","Metal-organic frameworks (MOFs) are porous crystalline materials composed of metal ions or clusters connected by organic ligands. They offer significant internal surface area and chemical tunability, allowing for the adjustment of adsorption properties. The presence of metal ions and diverse chemical moieties creates a potential energy landscape with multiple minima, corresponding to distinct adsorption sites with varying binding energies. This characteristic enables the use of X-ray and neutron diffraction techniques to gain insights into the structure-function relationship of MOFs. Diffraction data can elucidate binding mechanisms and reveal differences in binding energies between adjacent adsorption sites.","REFERENCE:(Mehrdad Asgari, Rocio Semino, Pascal A. Schouwink, Ilia Kochetygov, Jacob Tarver, Olga Trukhina, Rajamani Krishna, Craig M. Brown, Michele Ceriotti, Wendy L. Queen,2020,Understanding How Ligand Functionalization Influences CO2 and N2 Adsorption in a Sodalite Metal−Organic Framework)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is: ""density of solid.""","MOFs will have the same stoichiometry of elements, but theirdensities will be di ﬀerent by a factor of two. Since the density is a
continuous variable, we must ﬁnd a threshold tolerance for the
property. If the tolerance is too narrow, then the same MOF willbe incorrectly classi ﬁed as distinct, and if the tolerance is too
large, then we will not be able to achieve enough resolution todiﬀerentiate MOFs. To establish a reasonable density threshold,
ﬁve common MOFs (HKUST-1, IRMOF-1, MIL-47, MIL-53,
and UiO-66) were grouped together with the molecular formulaand density ﬁlters. Total counts of true duplicates were assigned
based on the molecular formula ﬁlter, and the results were
manually checked. Details are provided in the SupportingInformation Section S6 .
Computational Screening. Grand canonical Monte Carlo
(GCMC) simulations were carried out to investigate the e ﬀect","The text discusses the challenge of classifying Metal-Organic Frameworks (MOFs) based on density, despite having the same stoichiometry. It highlights the need to establish an appropriate density threshold to avoid misclassification: too narrow a threshold could incorrectly classify identical MOFs as distinct, while too broad a threshold could fail to differentiate them. To determine a suitable threshold, five common MOFs (HKUST-1, IRMOF-1, MIL-47, MIL-53, and UiO-66) were analyzed using molecular formula and density filters, with true duplicates identified and manually verified. Further details are available in the Supporting Information Section S6. Additionally, Grand Canonical Monte Carlo (GCMC) simulations were conducted to study the effects of these parameters.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
"The new label, with the integers removed and rewritten in a human interpretable manner, is: ""density of solid.""","3-TPD technique, for example, has the
limitation in quantifying OMS in the presence of Brønstedacid sites.
In MOF structures any change to the metal ions in the metal
SBU must ensure the integrity of the network. Importantly, the
MOF structure must not collapse, and their crystallinity and
porosity should be preserved, that is, a labile terminal ligandshould be removed without damage to the framework. Reten-tion of the framework integrity is usually verified by PXRD.
It is the strength of theory that OMS can be easily studied
regarding their electronic eﬀects on the interactions withsubstrate molecules. The theory-based knowledge, how OMSinteract with the guest molecules is needed along the experi-
mental work for understanding the properties of OMS-MOFs.","The text discusses the challenges and considerations in studying open metal sites (OMS) within metal-organic frameworks (MOFs). It highlights the limitation of the 3-TPD technique in quantifying OMS when Brønsted acid sites are present. In MOF structures, any modification to the metal ions in the secondary building unit (SBU) must maintain the network's integrity, ensuring that the structure does not collapse and that its crystallinity and porosity are preserved. This often involves removing a labile terminal ligand without damaging the framework, with the retention of framework integrity typically verified by powder X-ray diffraction (PXRD). Theoretical approaches are valuable for studying the electronic effects of OMS on interactions with substrate molecules, and such theory-based insights are essential alongside experimental work to understand the properties of OMS-MOFs.","REFERENCE:(U¨lku¨ Ko¨kçam-Demir, Anna Goldman, Leili Esrafili, Maniya Gharib, Ali Morsali, Oliver Weingart, Christoph Janiak,2020,Coordinatively unsaturated metal sites (open metal sites) in metal–organic frameworks: design and applications)"
"The original label is ""average_cationic_radius_0"". By removing the integer, we get ""average_cationic_radius"". A more human-interpretable version of this label could be ""Average Cationic Radius"".","diameter of a hydrogen molecule. The numbers in parenthesis provide
the number of MOFs for which atomic coordinates are provided in
the CoRE MOF databases; the remaining structures are de ﬁned via a
CSD REFCODE.bThe number of Web of Science structures
decreases from 552 to 546 because some of the MOFs are no longer
3D following the bound solvent removal.Journal of Chemical & Engineering Data Article
DOI: 10.1021/acs.jced.9b00835
J. Chem. Eng. Data 2019, 64, 5985 −59985989","The text discusses the number of Metal-Organic Frameworks (MOFs) with available atomic coordinates in the CoRE MOF databases, noting that some structures are defined using a CSD REFCODE. It also mentions a decrease in the number of Web of Science structures from 552 to 546 due to some MOFs losing their 3D structure after solvent removal. The information is from an article in the Journal of Chemical & Engineering Data, published in 2019.","REFERENCE:(Yongchul G. Chung, Emmanuel Haldoupis, Benjamin J. Bucior, Maciej Haranczyk, Seulchan Lee, Hongda Zhang, Konstantinos D. Vogiatzis, Marija Milisavljevic, Sanliang Ling, Jeffrey S. Camp, Ben Slater, J. Ilja Siepmann, David S. Sholl, Randall Q. Snurr,2019,Advances, Updates, and Analytics for the Computation-Ready, Experimental Metal−Organic Framework Database: CoRE MOF 2019)"
